OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
HINODE (SOLAR-B),2006-041A,29479,PAY,+,JPN,2006-09-22,KSCUT,,98.06,98.06,679,653,5.7356,,EA,ORB
NAVSTAR 58 (USA 190),2006-042A,29486,PAY,+,US,2006-09-25,AFETR,,717.94,54.70,20463,19899,11.7863,,EA,ORB
DIRECTV 9S,2006-043A,29494,PAY,+,US,2006-10-13,FRGUI,,1436.10,2.26,35803,35770,271.1266,,EA,ORB
OPTUS D1,2006-043B,29495,PAY,+,AUS,2006-10-13,FRGUI,,1436.09,2.87,35803,35770,3.9811,,EA,ORB
SHIJIAN-6 02A (SJ-6 02A),2006-046A,29505,PAY,+,PRC,2006-10-23,TAISC,,94.97,97.64,520,515,1.1590,,EA,ORB
SHIJIAN-6 02B (SJ-6 02B),2006-046B,29506,PAY,+,PRC,2006-10-23,TAISC,,95.92,97.71,571,555,2.4781,,EA,ORB
DMSP 5D-3 F17 (USA 191),2006-050A,29522,PAY,+,US,2006-11-04,AFWTR,,101.77,98.74,849,836,4.4810,,EA,ORB
BADR-4,2006-051A,29526,PAY,+,AB,2006-11-08,TYMSC,,1436.01,1.84,35813,35757,0.0030,,EA,ORB
NAVSTAR 59 (USA 192),2006-052A,29601,PAY,+,US,2006-11-17,AFETR,,718.01,54.95,20414,19952,4.8064,,EA,ORB
WILDBLUE-1,2006-054A,29643,PAY,+,US,2006-12-08,FRGUI,,1436.09,2.64,35793,35780,262.6219,,EA,ORB
SAR-LUPE 1,2006-060A,29658,PAY,+,GER,2006-12-19,PLMSC,,94.3,98.2,495,473,2.2985,NEA,EA,ORB
LAPAN-TUBSAT,2007-001A,29709,PAY,+,INDO,2007-01-10,SRILR,,96.91,98.13,620,602,0.3630,,EA,ORB
THEMIS A,2007-004A,30580,PAY,+,US,2007-02-17,AFETR,,1639.25,7.43,78299,1051,0.3981,,EA,ORB
SKYNET 5A,2007-007B,30794,PAY,+,UK,2007-03-11,FRGUI,,1436.08,5.14,35803,35769,41.8060,,EA,ORB
THEMIS D,2007-004D,30797,PAY,+,US,2007-02-17,AFETR,,1639.45,7.09,78102,1255,0.5012,,EA,ORB
THEMIS E,2007-004E,30798,PAY,+,US,2007-02-17,AFETR,,1633.39,4.97,78125,1005,0.6325,,EA,ORB
ANIK F3,2007-009A,31102,PAY,+,CA,2007-04-09,TYMSC,,1436.09,1.03,35798,35775,28.2172,,EA,ORB
HAIYANG-1B,2007-010A,31113,PAY,+,PRC,2007-04-11,TAISC,,100.63,98.35,799,778,1.3606,,EA,ORB
SAUDISAT 3,2007-012B,31118,PAY,+,SAUD,2007-04-17,TYMSC,,97.87,98.14,668,645,0.7030,,EA,ORB
SAUDICOMSAT 7,2007-012C,31119,PAY,+,SAUD,2007-04-17,TYMSC,,98.22,98.37,714,634,0.0720,,EA,ORB
SAUDICOMSAT 6,2007-012E,31121,PAY,+,SAUD,2007-04-17,TYMSC,,98.46,98.40,736,634,0.0661,,EA,ORB
SAUDICOMSAT 5,2007-012H,31124,PAY,+,SAUD,2007-04-17,TYMSC,,98.09,98.34,700,634,0.0540,,EA,ORB
SAUDICOMSAT 3,2007-012J,31125,PAY,+,SAUD,2007-04-17,TYMSC,,97.92,98.31,686,632,0.0748,,EA,ORB
SAUDICOMSAT 4,2007-012L,31127,PAY,+,SAUD,2007-04-17,TYMSC,,98.33,98.39,725,633,0.0701,,EA,ORB
ASTRA 1L,2007-016A,31306,PAY,+,SES,2007-05-04,FRGUI,,1436.12,1.16,35806,35768,18.3351,,EA,ORB
GALAXY 17 (G-17),2007-016B,31307,PAY,+,US,2007-05-04,FRGUI,,1436.09,2.81,35803,35770,12.6832,,EA,ORB
YAOGAN-2,2007-019A,31490,PAY,+,PRC,2007-05-25,JSC,,97.13,98.27,636,606,3.0627,,EA,ORB
GLOBALSTAR M069,2007-020C,31573,PAY,+,GLOB,2007-05-29,TYMSC,,117.70,52.00,1579,1576,2.4163,,EA,ORB
GLOBALSTAR M072,2007-020D,31574,PAY,+,GLOB,2007-05-29,TYMSC,,120.84,51.99,1720,1717,2.2696,,EA,ORB
COSMO-SKYMED 1,2007-023A,31598,PAY,+,IT,2007-06-08,AFWTR,,96.21,97.89,578,576,4.6820,,EA,ORB
TERRASAR-X,2007-026A,31698,PAY,+,GER,2007-06-15,TYMSC,,94.79,97.45,510,507,2.2673,,EA,ORB
USA 194,2007-027A,31701,PAY,+,US,2007-06-15,AFETR,,107.38,63.38,1443,768,,NEA,EA,ORB
COSMOS 2428,2007-029A,31792,PAY,+,CIS,2007-06-29,TYMSC,,101.91,70.94,856,842,6.4839,,EA,ORB
SAR-LUPE 2,2007-030A,31797,PAY,+,GER,2007-07-02,PLMSC,,94.3,98.1,491,478,,NEA,EA,ORB
WORLDVIEW-1 (WV-1),2007-041A,32060,PAY,+,US,2007-09-18,AFWTR,,94.48,97.39,494,493,5.4800,,EA,ORB
INTELSAT 11 (IS-11),2007-044B,32253,PAY,B,ITSO,2007-10-05,FRGUI,,1453.83,3.40,36142,36124,23.7915,,EA,ORB
WGS F1 (USA 195),2007-046A,32258,PAY,+,US,2007-10-11,AFETR,,1436.12,0.07,35788,35786,15.8866,,EA,ORB
NAVSTAR 60 (USA 196),2007-047A,32260,PAY,+,US,2007-10-17,AFETR,,717.99,54.05,20619,19746,9.2724,,EA,ORB
GLOBALSTAR M066,2007-048C,32265,PAY,+,GLOB,2007-10-20,TYMSC,,117.04,51.96,1551,1544,1.9408,,EA,ORB
COSMOS 2433 [GLONASS-M],2007-052A,32275,PAY,B,CIS,2007-10-26,TYMSC,,675.73,65.61,19132,19128,5.0913,,EA,ORB
COSMOS 2432 [GLONASS-M],2007-052B,32276,PAY,B,CIS,2007-10-26,TYMSC,,675.73,65.63,19154,19105,3.1623,,EA,ORB
YAOGAN-3,2007-055A,32289,PAY,+,PRC,2007-11-11,TAISC,,96.61,97.82,597,595,5.1290,,EA,ORB
SKYNET 5B,2007-056B,32294,PAY,+,UK,2007-11-14,FRGUI,,1436.11,5.09,35803,35771,15.8866,,EA,ORB
ASTRA 4A,2007-057A,32299,PAY,+,SES,2007-11-17,TYMSC,,1436.07,0.01,35797,35775,20.0000,,EA,ORB
COSMO-SKYMED 2,2007-059A,32376,PAY,+,IT,2007-12-09,AFWTR,,97.16,97.89,624,622,5.5722,,EA,ORB
USA 198,2007-060A,32378,PAY,P,US,2007-12-10,AFETR,,717.69,64.04,38990,1361,,NEA,EA,ORB
RADARSAT-2,2007-061A,32382,PAY,+,CA,2007-12-14,TYMSC,,100.70,98.58,793,791,8.3810,,EA,ORB
NAVSTAR 61 (USA 199),2007-062A,32384,PAY,+,US,2007-12-20,AFETR,,718.00,55.09,20274,20092,2.0000,,EA,ORB
HORIZONS-2,2007-063B,32388,PAY,+,ITSO,2007-12-21,FRGUI,,1436.10,2.44,35800,35774,17.3208,,EA,ORB
COSMOS 2434 [GLONASS-M],2007-065A,32393,PAY,+,CIS,2007-12-25,TYMSC,,675.73,64.32,19135,19125,5.0119,,EA,ORB
COSMOS 2436 [GLONASS-M],2007-065C,32395,PAY,+,CIS,2007-12-25,TYMSC,,675.74,64.32,19174,19086,5.0238,,EA,ORB
THURAYA-3,2008-001A,32404,PAY,P,UAE,2008-01-15,SEAL,,1436.12,5.88,35796,35778,7.9621,,EA,ORB
THOR 5,2008-006A,32487,PAY,+,NOR,2008-02-11,TYMSC,,1436.08,0.02,35797,35776,31.6228,,EA,ORB
USA 200,2008-010A,32706,PAY,+,US,2008-03-13,AFWTR,,717.84,63.55,39321,1037,,NEA,EA,ORB
AMC-14,2008-011A,32708,PAY,P,US,2008-03-14,TYMSC,,1435.16,23.95,35979,35557,13.1101,,EA,ORB
NAVSTAR 62 (USA 201),2008-012A,32711,PAY,+,US,2008-03-15,AFETR,,717.95,54.49,20737,19626,5.0119,,EA,ORB
DIRECTV 11,2008-013A,32729,PAY,+,US,2008-03-19,SEAL,,1436.09,0.02,35788,35785,6.3246,,EA,ORB
SAR-LUPE 4,2008-014A,32750,PAY,+,GER,2008-03-27,PLMSC,,94.3,98.2,496,472,,NEA,EA,ORB
ICO G1,2008-016A,32763,PAY,+,US,2008-04-14,AFETR,,1436.07,5.52,35797,35774,14.1589,,EA,ORB
VINASAT-1,2008-018A,32767,PAY,+,VTNM,2008-04-18,FRGUI,,1436.16,0.01,35798,35778,12.5893,,EA,ORB
STAR ONE C2,2008-018B,32768,PAY,+,BRAZ,2008-04-18,FRGUI,,1436.13,1.08,35799,35776,10.7588,,EA,ORB
CARTOSAT-2A,2008-021A,32783,PAY,+,IND,2008-04-28,SRILR,,97.35,97.77,640,624,2.3160,,EA,ORB
CUTE-1.7+APD II (CO-65),2008-021C,32785,PAY,P,JPN,2008-04-28,SRILR,,95.44,97.82,545,535,0.1020,,EA,ORB
CANX-2,2008-021H,32790,PAY,+,CA,2008-04-28,SRILR,,95.67,97.86,557,545,0.0652,,EA,ORB
SEEDS II (CO-66),2008-021J,32791,PAY,+,JPN,2008-04-28,SRILR,,94.08,97.75,477,471,0.0490,,EA,ORB
AMOS-3,2008-022A,32794,PAY,+,ISRA,2008-04-28,TYMSC,,1436.10,0.29,35788,35785,42.9730,,EA,ORB
GALAXY 18 (G-18),2008-024A,32951,PAY,+,US,2008-05-21,SEAL,,1436.10,0.02,35800,35774,20.9813,,EA,ORB
YUBILEINY (RS30),2008-025A,32953,PAY,+,CIS,2008-05-23,PLMSC,,115.83,82.51,1509,1477,0.3852,,EA,ORB
COSMOS 2437,2008-025B,32954,PAY,+,CIS,2008-05-23,PLMSC,,115.87,82.50,1512,1478,0.8736,,EA,ORB
COSMOS 2438,2008-025C,32955,PAY,+,CIS,2008-05-23,PLMSC,,115.81,82.51,1510,1475,0.9307,,EA,ORB
COSMOS 2439,2008-025D,32956,PAY,+,CIS,2008-05-23,PLMSC,,115.84,82.51,1511,1476,0.8827,,EA,ORB
FENGYUN 3A,2008-026A,32958,PAY,+,PRC,2008-05-27,TAISC,,101.44,98.68,833,821,6.5849,,EA,ORB
ZHONGXING-9,2008-028A,33051,PAY,+,PRC,2008-06-09,XICLF,,1436.08,0.60,35816,35757,19.9526,,EA,ORB
FGRST (GLAST),2008-029A,33053,PAY,X,US,2008-06-11,AFETR,,94.51,25.58,500,490,4.9326,,EA,ORB
SKYNET 5C,2008-030A,33055,PAY,+,UK,2008-06-12,FRGUI,,1436.11,3.62,35802,35771,29.0999,,EA,ORB
TURKSAT 3A,2008-030B,33056,PAY,+,TURK,2008-06-12,FRGUI,,1436.07,0.06,35809,35763,24.7919,,EA,ORB
INTELSAT 25 (IS-25),2008-034A,33153,PAY,+,ITSO,2008-07-07,FRGUI,,1436.53,2.54,35805,35785,12.6850,,EA,ORB
ECHOSTAR 11,2008-035A,33207,PAY,+,US,2008-07-16,SEAL,,1436.10,0.84,35796,35777,32.4063,,EA,ORB
SAR-LUPE 5,2008-036A,33244,PAY,+,GER,2008-07-22,PLMSC,,94.3,98.2,496,473,,NEA,EA,ORB
SUPERBIRD-C2,2008-038A,33274,PAY,+,JPN,2008-08-14,FRGUI,,1436.06,2.20,35802,35770,12.6191,,EA,ORB
INMARSAT 4-F3,2008-039A,33278,PAY,+,IM,2008-08-18,TYMSC,,1436.16,4.24,35801,35774,12.6191,,EA,ORB
HUANJING 1A (HJ-1A),2008-041A,33320,PAY,+,PRC,2008-09-06,TAISC,,97.05,97.67,630,604,1.4660,,EA,ORB
HUANJING 1B (HJ-1B),2008-041B,33321,PAY,+,PRC,2008-09-06,TAISC,,97.09,97.65,645,593,1.3720,,EA,ORB
GEOEYE 1,2008-042A,33331,PAY,+,US,2008-09-06,AFWTR,,98.32,98.13,680,676,4.9370,,EA,ORB
NIMIQ 4,2008-044A,33373,PAY,+,CA,2008-09-19,TYMSC,,1436.12,0.02,35797,35777,10.0118,,EA,ORB
GALAXY 19 (G-19),2008-045A,33376,PAY,+,US,2008-09-24,SEAL,,1436.15,0.02,35801,35774,15.8677,,EA,ORB
THEOS,2008-049A,33396,PAY,+,THAI,2008-10-01,DLS,,101.40,98.56,826,824,2.8441,,EA,ORB
IBEX,2008-051A,33401,PAY,+,US,2008-10-19,KWAJ,,13151.04,46.30,312517,43843,0.0030,,EA,ORB
SHIJIAN-6 03A (SJ-6 03A),2008-053A,33408,PAY,+,PRC,2008-10-25,TAISC,,94.95,97.85,523,509,1.3010,,EA,ORB
SHIJIAN-6 03B (SJ-6 03B),2008-053B,33409,PAY,+,PRC,2008-10-25,TAISC,,95.74,97.86,566,542,2.3517,,EA,ORB
COSMO-SKYMED 3,2008-054A,33412,PAY,+,IT,2008-10-25,AFWTR,,95.58,97.84,559,535,3.9248,,EA,ORB
SHIYAN-3 (SY-3),2008-056A,33433,PAY,+,PRC,2008-11-05,JSC,,100.64,98.61,798,780,0.7657,,EA,ORB
CHUANGXIN 1-02 (CX-1-02),2008-056B,33434,PAY,+,PRC,2008-11-05,JSC,,100.69,98.62,801,781,0.5390,,EA,ORB
ASTRA 1M,2008-057A,33436,PAY,+,SES,2008-11-05,TYMSC,,1436.14,0.13,35801,35774,10.0237,,EA,ORB
YAOGAN-4,2008-061A,33446,PAY,+,PRC,2008-12-01,JSC,,97.10,97.93,629,611,3.1750,,EA,ORB
EUTELSAT HOTBIRD 13C,2008-065A,33459,PAY,+,EUTE,2008-12-20,FRGUI,,1436.13,2.79,35805,35770,6.3245,,EA,ORB
USA 202,2009-001A,33490,PAY,+,US,2009-01-18,AFETR,,1436.04,8.67,35846,35725,,NEA,EA,ORB
GOSAT (IBUKI),2009-002A,33492,PAY,+,JPN,2009-01-23,TANSC,,98.12,98.08,670,668,4.6494,,EA,ORB
STARS (KUKAI),2009-002G,33498,PAY,+,JPN,2009-01-23,TANSC,,96.30,98.15,588,575,0.1240,,EA,ORB
KKS-1 (KISEKI),2009-002H,33499,PAY,+,JPN,2009-01-23,TANSC,,97.10,98.12,626,614,0.0853,,EA,ORB
EXPRESS-AM44,2009-007A,33595,PAY,+,CIS,2009-02-11,TYMSC,,1436.09,3.30,35805,35768,54.0998,,EA,ORB
NSS-9,2009-008A,33749,PAY,+,SES,2009-02-12,FRGUI,,1436.10,1.10,35796,35777,50.1187,,EA,ORB
TELSTAR 11N,2009-009A,34111,PAY,+,CA,2009-02-26,TYMSC,,1436.14,0.02,35798,35777,17.6011,,EA,ORB
NAVSTAR 63 (USA 203),2009-014A,34661,PAY,B,US,2009-03-24,AFETR,,718.01,54.50,20567,19799,1.9953,,EA,ORB
WGS F2 (USA 204),2009-017A,34713,PAY,+,US,2009-04-04,AFETR,,1436.11,0.02,35788,35786,5.0119,,EA,ORB
SICRAL 1B,2009-020A,34810,PAY,+,IT,2009-04-20,SEAL,,1436.0,0.1,35808,35762,14.9314,NEA,EA,ORB
STSS ATRR (USA 205),2009-023A,34903,PAY,+,US,2009-05-05,AFWTR,,99.90,98.93,872,636,,NEA,EA,ORB
SES-7 (PROTOSTAR 2),2009-027A,34941,PAY,+,SES,2009-05-16,TYMSC,,1436.09,0.09,35791,35782,10.0000,,EA,ORB
MEASAT-3A,2009-032A,35362,PAY,+,MALA,2009-06-21,TYMSC,,1436.13,0.01,35801,35774,31.6228,,EA,ORB
GOES 14,2009-033A,35491,PAY,B,US,2009-06-27,AFETR,,1438.36,1.52,35838,35824,17.6453,,EA,ORB
FM-5,2009-034A,35493,PAY,+,US,2009-06-30,TYMSC,,1436.12,0.02,35788,35785,10.0000,,EA,ORB
TERRESTAR-1,2009-035A,35496,PAY,+,US,2009-07-01,FRGUI,,1436.12,5.14,35800,35774,17.2973,,EA,ORB
COSMOS 2451,2009-036A,35498,PAY,+,CIS,2009-07-06,PLMSC,,116.05,82.49,1508,1498,0.7842,,EA,ORB
COSMOS 2453,2009-036C,35500,PAY,+,CIS,2009-07-06,PLMSC,,115.99,82.49,1505,1496,0.8179,,EA,ORB
DEIMOS-1,2009-041A,35681,PAY,+,SPN,2009-07-29,TYMSC,,97.62,97.73,646,643,0.2260,,EA,ORB
DUBAISAT-1,2009-041B,35682,PAY,+,UAE,2009-07-29,TYMSC,,97.63,97.99,652,639,1.2204,,EA,ORB
UK-DMC 2,2009-041C,35683,PAY,+,UK,2009-07-29,TYMSC,,97.57,97.87,643,641,0.4140,,EA,ORB
APRIZESAT 4,2009-041D,35684,PAY,+,US,2009-07-29,TYMSC,,97.05,98.14,648,587,0.1099,,EA,ORB
NANOSAT 1B,2009-041E,35685,PAY,+,SPN,2009-07-29,TYMSC,,96.46,98.11,624,554,0.2510,,EA,ORB
APRIZESAT 3,2009-041F,35686,PAY,+,US,2009-07-29,TYMSC,,96.25,98.20,621,537,0.1127,,EA,ORB
ASIASAT 5,2009-042A,35696,PAY,+,AC,2009-08-11,TYMSC,,1436.07,0.03,35793,35779,15.8489,,EA,ORB
NAVSTAR 64 (USA 206),2009-043A,35752,PAY,+,US,2009-08-17,AFETR,,718.00,56.17,20323,20043,6.3000,,EA,ORB
JCSAT-12 (JCSAT-RA),2009-044A,35755,PAY,+,JPN,2009-08-21,FRGUI,,1436.13,0.02,35791,35784,50.1187,,EA,ORB
OPTUS D3,2009-044B,35756,PAY,+,AUS,2009-08-21,FRGUI,,1436.10,0.85,35800,35773,6.3096,,EA,ORB
USA 207,2009-047A,35815,PAY,+,US,2009-09-08,AFETR,,1436.1,0.1,35819,35753,,NEA,EA,ORB
NIMIQ 5,2009-050A,35873,PAY,+,CA,2009-09-17,TYMSC,,1436.10,0.06,35799,35774,94.7185,,EA,ORB
OCEANSAT-2,2009-051A,35931,PAY,+,IND,2009-09-23,SRILR,,102.88,98.23,907,883,4.0639,,EA,ORB
SWISSCUBE,2009-051B,35932,PAY,+,SWTZ,2009-09-23,SRILR,,98.47,98.41,691,680,0.0465,,EA,ORB
BEESAT-1,2009-051C,35933,PAY,+,GER,2009-09-23,SRILR,,98.52,98.40,693,683,0.0290,,EA,ORB
ITUPSAT1,2009-051E,35935,PAY,+,TURK,2009-09-23,SRILR,,98.61,98.41,698,686,0.0340,,EA,ORB
AMAZONAS 2,2009-054A,35942,PAY,+,SPN,2009-10-01,FRGUI,,1436.09,1.65,35801,35772,11.0159,,EA,ORB
COMSATBW-1,2009-054B,35943,PAY,+,GER,2009-10-01,FRGUI,,1436.07,0.08,35802,35770,7.9433,,EA,ORB
WORLDVIEW-2 (WV-2),2009-055A,35946,PAY,+,US,2009-10-08,AFWTR,,100.14,98.47,769,762,7.0279,,EA,ORB
DMSP 5D-3 F18 (USA 210),2009-057A,35951,PAY,+,US,2009-10-18,AFWTR,,101.78,98.90,852,834,3.9811,,EA,ORB
NSS-12,2009-058A,36032,PAY,+,SES,2009-10-29,FRGUI,,1436.09,0.09,35807,35766,7.9433,,EA,ORB
THOR 6,2009-058B,36033,PAY,+,NOR,2009-10-29,FRGUI,,1436.10,0.01,35797,35777,7.0794,,EA,ORB
SMOS,2009-059A,36036,PAY,+,ESA,2009-11-02,PLMSC,,100.01,98.44,760,758,2.8692,,EA,ORB
PROBA-2,2009-059B,36037,PAY,+,ESA,2009-11-02,PLMSC,,98.98,98.24,720,700,0.4420,,EA,ORB
POISK,2009-060A,36086,PAY,+,ISS,2009-11-10,TYMSC,,,,,,11.1757,,25544,DOC
SJ-11-01,2009-061A,36088,PAY,+,PRC,2009-11-12,JSC,,98.39,98.00,688,675,2.2800,,EA,ORB
COSMOS 2455,2009-063A,36095,PAY,+,CIS,2009-11-20,PLMSC,,103.07,67.15,908,900,12.1791,,EA,ORB
INTELSAT 14 (IS-14),2009-064A,36097,PAY,+,ITSO,2009-11-23,AFETR,,1436.08,0.01,35796,35777,25.9029,,EA,ORB
EUTELSAT 36B,2009-065A,36101,PAY,+,EUTE,2009-11-24,TYMSC,,1436.11,0.33,35812,35762,12.5893,,EA,ORB
IGS 5A,2009-066A,36104,PAY,+,JPN,2009-11-28,TANSC,,,,,,,NEA,EA,ORB
INTELSAT 15 (IS-15),2009-067A,36106,PAY,+,ITSO,2009-11-30,TYMSC,,1436.10,0.01,35796,35777,12.5893,,EA,ORB
WGS F3 (USA 211),2009-068A,36108,PAY,+,US,2009-12-06,AFETR,,1435.87,0.39,35785,35779,10.0000,,EA,ORB
YAOGAN-7,2009-069A,36110,PAY,+,PRC,2009-12-09,JSC,,97.43,98.02,652,619,3.3259,,EA,ORB
COSMOS 2456 [GLONASS-M],2009-070A,36111,PAY,+,CIS,2009-12-14,TYMSC,,675.73,64.98,19146,19113,5.0119,,EA,ORB
COSMOS 2457 [GLONASS-M],2009-070B,36112,PAY,B,CIS,2009-12-14,TYMSC,,675.74,64.96,19134,19126,6.3096,,EA,ORB
YAOGAN-8,2009-072A,36121,PAY,+,PRC,2009-12-15,TAISC,,110.34,100.23,1259,1226,3.0250,,EA,ORB
XIWANG-1 (HOPE-1),2009-072B,36122,PAY,P,PRC,2009-12-15,TAISC,,109.39,100.40,1204,1192,0.3075,,EA,ORB
DIRECTV 12,2009-075A,36131,PAY,+,US,2009-12-29,TYMSC,,1436.11,0.01,35788,35785,14.1132,,EA,ORB
BEIDOU-2 G1,2010-001A,36287,PAY,P,PRC,2010-01-16,XICLF,,1436.06,4.14,35802,35770,79.4328,,EA,ORB
SDO,2010-005A,36395,PAY,+,US,2010-02-11,AFETR,,1436.07,34.51,35788,35784,5.1714,,EA,ORB
INTELSAT 16 (IS-16),2010-006A,36397,PAY,+,ITSO,2010-02-12,TYMSC,,1436.09,0.02,35795,35778,266.9529,,EA,ORB
COSMOS 2460 [GLONASS-M],2010-007C,36402,PAY,+,CIS,2010-03-01,TYMSC,,675.72,65.46,19135,19124,4.7754,,EA,ORB
EWS-G2 (GOES 15),2010-008A,36411,PAY,B,US,2010-03-04,AFETR,,1436.10,1.11,35802,35771,6.3096,,EA,ORB
YAOGAN-9 01A,2010-009A,36413,PAY,+,PRC,2010-03-05,JSC,,107.01,63.36,1486,691,2.7020,,EA,ORB
YAOGAN-9 01B,2010-009B,36414,PAY,+,PRC,2010-03-05,JSC,,107.01,63.37,1486,690,2.9125,,EA,ORB
YAOGAN-9 01C,2010-009C,36415,PAY,+,PRC,2010-03-05,JSC,,107.01,63.37,1487,690,2.6560,,EA,ORB
ECHOSTAR 14,2010-010A,36499,PAY,+,US,2010-03-20,TYMSC,,1436.11,0.02,35794,35779,46.2338,,EA,ORB
CRYOSAT 2,2010-013A,36508,PAY,+,ESA,2010-04-08,TYMSC,,99.18,92.03,721,718,2.5642,,EA,ORB
SES-1,2010-016A,36516,PAY,+,SES,2010-04-24,TYMSC,,1436.13,0.01,35798,35777,26.9753,,EA,ORB
COSMOS 2463,2010-017A,36519,PAY,+,CIS,2010-04-27,PLMSC,,104.98,82.96,1019,968,1.6976,,EA,ORB
ASTRA 3B,2010-021A,36581,PAY,+,SES,2010-05-21,FRGUI,,1436.11,1.31,35803,35771,8.1680,,EA,ORB
COMSATBW-2,2010-021B,36582,PAY,+,GER,2010-05-21,FRGUI,,1436.10,0.01,35798,35775,6.3096,,EA,ORB
NAVSTAR 65 (USA 213),2010-022A,36585,PAY,+,US,2010-05-28,AFETR,,717.99,54.28,20519,19846,5.9608,,EA,ORB
BEIDOU-2 G3,2010-024A,36590,PAY,P,PRC,2010-06-02,XICLF,,1436.10,4.36,35823,35750,52.4000,,EA,ORB
BADR-5,2010-025A,36592,PAY,+,AB,2010-06-03,TYMSC,,1436.07,0.07,35798,35775,15.8489,,EA,ORB
SJ-12,2010-027A,36596,PAY,+,PRC,2010-06-15,JSC,,94.98,97.77,521,514,3.2600,,EA,ORB
TANDEM-X,2010-030A,36605,PAY,+,GER,2010-06-21,TYMSC,,94.79,97.45,510,507,2.4870,,EA,ORB
OFEQ 9,2010-031A,36608,PAY,+,ISRA,2010-06-22,YAVNE,,94.9,141.8,629,400,,NEA,EA,ORB
COMS 1,2010-032A,36744,PAY,+,SKOR,2010-06-26,FRGUI,,1436.10,4.64,35793,35780,15.8489,,EA,ORB
ARABSAT-5A,2010-032B,36745,PAY,+,AB,2010-06-26,FRGUI,,1436.11,0.07,35804,35770,11.1427,,EA,ORB
ECHOSTAR 15,2010-034A,36792,PAY,+,US,2010-07-10,TYMSC,,1436.10,0.07,35795,35778,6.3096,,EA,ORB
CARTOSAT-2B,2010-035A,36795,PAY,+,IND,2010-07-12,SRILR,,97.39,98.00,642,625,2.2490,,EA,ORB
ALSAT-2A,2010-035D,36798,PAY,+,ALG,2010-07-12,SRILR,,97.67,97.76,649,646,0.7940,,EA,ORB
TISAT 1,2010-035E,36799,PAY,+,SWTZ,2010-07-12,SRILR,,94.16,98.07,481,475,0.0530,,EA,ORB
BEIDOU-2 IGSO-1,2010-036A,36828,PAY,+,PRC,2010-07-31,XICLF,,1435.75,54.29,36022,35538,31.6228,,EA,ORB
NILESAT 201,2010-037A,36830,PAY,+,EGYP,2010-08-04,FRGUI,,1436.09,0.03,35799,35773,59.7633,,EA,ORB
RASCOM-QAF 1R,2010-037B,36831,PAY,+,RASC,2010-08-04,FRGUI,,1436.11,0.02,35814,35759,65.9677,,EA,ORB
YAOGAN-10,2010-038A,36834,PAY,+,PRC,2010-08-09,TAISC,,96.96,97.90,614,612,4.7950,,EA,ORB
AEHF-1 (USA 214),2010-039A,36868,PAY,+,US,2010-08-14,AFETR,,1436.11,8.06,35805,35769,7.9433,,EA,ORB
COSMOS 2467,2010-043A,37152,PAY,+,CIS,2010-09-08,PLMSC,,115.85,82.45,1494,1494,1.6540,,EA,ORB
STRELA 3,2010-043B,37153,PAY,+,CIS,2010-09-08,PLMSC,,116.05,82.45,1509,1498,0.9120,,EA,ORB
COSMOS 2468 (RODNIK-S 3),2010-043C,37154,PAY,+,CIS,2010-09-08,PLMSC,,115.78,82.46,1503,1478,1.4530,,EA,ORB
USA 215,2010-046A,37162,PAY,+,US,2010-09-21,AFWTR,,107.35,123.00,1106,1101,,NEA,EA,ORB
YAOGAN-11,2010-047A,37165,PAY,+,PRC,2010-09-22,JSC,,97.17,98.39,648,598,3.3345,,EA,ORB
ZHEDA PIXING 1B,2010-047B,37166,PAY,+,PRC,2010-09-22,JSC,,96.58,97.94,609,581,0.1490,,EA,ORB
ZHEDA PIXING 1C,2010-047C,37167,PAY,+,PRC,2010-09-22,JSC,,96.60,97.97,610,582,0.1500,,EA,ORB
SBSS (USA 216),2010-048A,37168,PAY,+,US,2010-09-26,AFWTR,,94.98,97.74,575,460,3.8408,,EA,ORB
SHIJIAN-6 04A (SJ-6 04A),2010-051A,37179,PAY,+,PRC,2010-10-06,TAISC,,94.91,97.83,528,500,1.1630,,EA,ORB
SHIJIAN-6 04B (SJ-6 04B),2010-051B,37180,PAY,+,PRC,2010-10-06,TAISC,,96.05,97.87,578,561,2.4470,,EA,ORB
XM-5,2010-053A,37185,PAY,+,US,2010-10-14,TYMSC,,1436.12,0.07,35802,35772,12.6191,,EA,ORB
GLOBALSTAR M079,2010-054A,37188,PAY,+,GLOB,2010-10-19,TYMSC,,114.08,52.00,1414,1413,4.8334,,EA,ORB
GLOBALSTAR M074,2010-054B,37189,PAY,+,GLOB,2010-10-19,TYMSC,,114.08,52.00,1414,1413,4.8795,,EA,ORB
GLOBALSTAR M076,2010-054C,37190,PAY,+,GLOB,2010-10-19,TYMSC,,114.08,52.00,1414,1413,4.5767,,EA,ORB
GLOBALSTAR M077,2010-054D,37191,PAY,+,GLOB,2010-10-19,TYMSC,,123.34,52.00,1832,1827,4.7854,,EA,ORB
