satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly
STARLINK-3397,51115.0,53.2152,0.0001215,15.08839333232735,174.3783,88.9367,271.1765
STARLINK-3243,51116.0,53.2181,0.0001568,15.08837854232728,174.5971,94.8579,265.2592
STARLINK-3391,51117.0,53.216,0.0001309,15.08839715232737,174.3855,84.0961,276.0181
STARLINK-3394,51118.0,53.2163,0.0001189,15.08848216232627,177.6347,89.8056,270.3072
STARLINK-3398,51120.0,53.2157,0.0001371,15.08844355232737,174.4999,97.7162,262.3986
STARLINK-3399,51121.0,53.2154,6.75e-05,15.08948572232726,174.732,0.3622,359.737
STARLINK-3392,51123.0,53.2185,0.0001169,15.08837767232737,174.5119,91.4404,268.6722
STARLINK-3389,51124.0,53.217,0.0001635,15.0883659923251,186.9936,94.6916,265.4263
STARLINK-3387,51125.0,53.216,0.0001604,15.08845185232583,184.3738,85.425,274.6926
STARLINK-3386,51126.0,53.2171,0.0001457,15.08834248232608,184.3409,86.8971,273.2188
STARLINK-3370,51127.0,53.2156,0.000142,15.08849531232488,187.6264,93.5897,266.5257
STARLINK-3400,51128.0,53.2179,0.0001026,15.0886480523258,184.4313,92.2972,267.8138
STARLINK-3396,51129.0,53.2164,0.000135,15.08824447232597,184.3146,98.928,261.1866
STARLINK-3395,51130.0,53.2188,0.0001113,15.08826325232583,184.3842,93.2703,266.8417
STARLINK-3388,51131.0,53.2173,0.000142,15.09055335232584,184.4173,331.3217,28.7697
STARLINK-3393,51132.0,53.2162,0.0001401,15.08836412232582,184.4003,86.5902,273.5251
STARLINK-3356,51133.0,53.2173,0.0001446,15.08848117232581,184.4506,95.5812,264.5345
STARLINK-3363,51135.0,53.2179,0.0001383,15.08839368232597,184.1085,103.1074,257.0072
STARLINK-3253,51136.0,53.2166,0.0001177,15.08832815232591,184.0511,99.9157,260.1968
STARLINK-3180,51137.0,53.2155,0.0001401,15.08836459232594,184.5101,121.4132,238.6997
STARLINK-3177,51138.0,53.2169,0.0001701,15.08835042232591,184.1805,94.6957,265.423
STARLINK-3172,51139.0,53.216,0.000147,15.08837238232605,184.2599,98.7983,261.3175
STARLINK-3175,51140.0,53.2165,0.0001419,15.08849364232511,186.882,95.0049,265.1105
STARLINK-3179,51141.0,53.2167,0.0001105,15.08841323232606,184.2851,99.4457,260.666
STARLINK-3369,51142.0,53.2078,0.0003473,15.20669163232759,168.4465,320.5837,39.4907
STARLINK-3184,51143.0,53.2159,0.000129,15.0882127023245,194.3534,79.6124,280.5013
STARLINK-3185,51144.0,53.215,0.0001309,15.08833193232601,184.2743,91.2718,268.8424
STARLINK-3354,51146.0,53.2171,0.0001208,15.08850531232485,187.51,86.5827,273.5303
STARLINK-3352,51147.0,53.1894,0.0002985,15.26902174232675,178.8557,8.9554,351.1499
STARLINK-3359,51148.0,53.2164,5.68e-05,15.10197382232456,194.4077,310.4989,49.5954
STARLINK-3360,51149.0,53.2158,0.0001432,15.08829324232468,193.9986,108.8284,251.2863
STARLINK-3357,51150.0,53.2166,0.0001563,15.0884190223261,183.7823,92.6846,267.4325
STARLINK-3364,51152.0,53.2181,0.000113,15.08827633232467,193.9024,88.6572,271.4549
LUDI TANCE 1-01A (L-SA*),51284.0,97.8107,0.000163,14.88435804227348,101.846,86.7478,273.3925
ASCENT,51287.0,3.9838,0.000324,1.01223463,78.1977,150.0155,210.2393
CSG-2,51444.0,97.8874,0.0001459,14.82149458225648,278.9622,82.7852,277.3527
STARLINK-3181,51461.0,53.2173,0.0001538,15.08847554230586,167.2494,96.0729,264.0439
STARLINK-3166,51462.0,53.2167,0.0001312,15.08850371230583,167.2685,96.1948,263.9194
STARLINK-3419,51463.0,53.2171,0.0001413,15.08839377230367,164.7064,86.3794,273.736
STARLINK-3189,51464.0,53.2173,0.0001421,15.08843800231171,164.6248,89.8042,270.3113
STARLINK-3401,51465.0,53.217,0.0001422,15.08819208231079,167.6135,87.9298,272.1857
STARLINK-3178,51467.0,53.2161,0.0001244,15.08806518230377,164.4239,73.9592,286.1537
STARLINK-3174,51468.0,53.2178,0.0001328,15.08834444230367,164.65,91.1194,268.995
STARLINK-3182,51469.0,53.217,0.0001388,15.08825791230674,164.6079,94.9436,265.1715
STARLINK-3415,51472.0,53.2135,0.0001305,15.08833226230689,164.3513,97.7728,262.3412
ONEWEB-0410,51622.0,87.9191,4.69e-05,13.17652094203969,20.5328,91.8636,268.2549
ONEWEB-0411,51623.0,87.8824,0.0002293,13.10373894199601,50.975,69.4065,290.7308
ONEWEB-0415,51624.0,87.8823,0.0002013,13.10375606199607,50.9779,73.5902,286.5446
ONEWEB-0416,51625.0,87.8809,0.0001838,13.10371090199643,50.996,66.3362,293.7958
ONEWEB-0422,51626.0,87.919,0.0002407,13.17650047204078,20.5333,86.6973,273.4434
ONEWEB-0423,51627.0,87.9191,0.0001847,13.17650654203968,20.5436,81.8473,278.2868
ONEWEB-0425,51628.0,87.882,0.0001516,13.10370491199644,50.9735,85.1667,274.9633
ONEWEB-0428,51629.0,87.8817,0.0001928,13.10374261199609,50.9884,81.6837,278.4509
ONEWEB-0431,51630.0,87.8828,0.0002402,13.10374259199617,51.0431,71.0685,289.0703
ONEWEB-0434,51631.0,87.8813,0.0001307,13.10370769199643,50.998,94.5336,265.5941
ONEWEB-0435,51632.0,87.8814,0.000211,13.10374489199633,50.9865,83.7767,276.3601
ONEWEB-0436,51633.0,87.919,0.0002073,13.17648946203948,20.5242,79.5733,280.5632
ONEWEB-0438,51634.0,87.8816,0.0001672,13.10370940199666,50.9911,81.7209,278.4108
ONEWEB-0439,51635.0,87.8809,0.0001873,13.10371591199645,50.9791,84.6534,275.4807
ONEWEB-0442,51636.0,87.9184,0.0001181,13.17651014203937,20.5627,76.0139,284.1124
ONEWEB-0443,51637.0,87.9181,0.0001777,13.1765059720398,20.5613,89.3846,270.749
ONEWEB-0444,51638.0,87.881,0.0001949,13.10375325199651,50.979,82.969,277.1659
ONEWEB-0445,51639.0,87.8831,0.0001774,13.10377797199662,50.9552,54.7688,305.3605
ONEWEB-0446,51640.0,87.8813,0.0001858,13.10371770199641,50.9964,75.3541,284.7792
ONEWEB-0448,51641.0,87.881,0.000187,13.10366872199612,50.9934,82.3266,277.8074
ONEWEB-0449,51642.0,87.8819,0.0001469,13.10370829199623,50.9734,89.6924,270.4372
ONEWEB-0451,51643.0,87.9191,0.0001605,13.17647403203924,20.5203,81.2136,278.9177
ONEWEB-0452,51644.0,87.9181,0.0001716,13.17648186203936,20.5646,88.0517,272.0811
ONEWEB-0456,51646.0,87.8832,0.0002012,13.10370204199663,50.9526,83.3774,276.7582
ONEWEB-0457,51647.0,87.8815,0.0001624,13.1037246819966,50.9845,69.1508,290.9793
ONEWEB-0458,51648.0,87.882,0.0001776,13.10369586199628,50.9627,85.9953,274.1377
ONEWEB-0461,51649.0,87.9199,0.0001761,13.17650616204155,20.5306,74.4952,285.6374
ONEWEB-0463,51650.0,87.9181,0.0001802,13.17648276203933,20.5647,74.0162,286.1169
ONEWEB-0464,51651.0,87.8812,0.0002052,13.10369527199646,50.9905,88.103,272.0332
ONEWEB-0468,51652.0,87.8813,0.0002115,13.10370623199625,50.9836,88.8332,271.3038
ONEWEB-0473,51653.0,87.8813,0.0001877,13.10370940199628,50.988,85.1818,274.9523
ONEWEB-0474,51654.0,87.8825,0.0002014,13.10367804199604,50.9822,89.2604,270.8754
ONEWEB-0475,51655.0,87.9183,0.0002074,13.17648416203955,20.5542,97.1004,263.0363
EOS-4,51656.0,97.5141,0.0001868,15.12730408228327,102.1139,98.8362,261.3081
INSPIRESAT 1,51657.0,97.4395,0.0001285,15.89680737230899,143.6836,199.0975,161.0249
STARLINK-3528,51714.0,53.2164,0.0001248,15.08839036227208,216.7466,87.4454,272.6681
STARLINK-3533,51715.0,53.217,0.0001392,15.08843115228343,216.5161,90.8569,269.2583
STARLINK-3543,51716.0,53.2164,0.0001416,15.08833671227204,216.776,91.0257,269.0897
STARLINK-3445,51717.0,53.2177,0.0001405,15.08831912227202,216.8419,80.6469,279.4683
STARLINK-3546,51718.0,53.2139,0.0002658,15.16406854228388,212.8205,23.9958,336.1161
STARLINK-3540,51719.0,53.2178,0.0001427,15.08841225227201,216.8704,88.0432,272.0724
STARLINK-3526,51720.0,53.2178,0.0001232,15.08831030227206,216.5567,92.6257,267.4876
STARLINK-3524,51721.0,53.2171,0.000131,15.09026834227189,217.4399,134.8647,225.2451
STARLINK-3535,51722.0,53.217,0.0001256,15.08836433227287,214.2281,89.9697,270.1439
STARLINK-3529,51724.0,53.2168,0.0001164,15.08850119227188,217.2368,86.4564,273.6561
STARLINK-3522,51725.0,53.2164,0.0001409,15.08838319227282,214.2103,90.6825,269.4329
STARLINK-3527,51726.0,53.2158,7.97e-05,15.09304262227345,206.7265,77.804,282.3042
STARLINK-3532,51727.0,53.2155,0.0001315,15.08848985227205,216.6238,89.9614,270.1529
STARLINK-3523,51729.0,53.2164,0.0001242,15.08842610227344,206.7368,95.6354,264.478
STARLINK-3514,51731.0,53.2157,0.0001248,15.08835670227342,206.7699,90.6042,269.5093
STARLINK-3518,51732.0,53.2186,0.0002152,15.08833828228573,204.1643,84.4407,275.683
STARLINK-3525,51733.0,53.2162,9.97e-05,15.08821116227344,206.8108,94.0472,266.0634
STARLINK-3450,51734.0,53.2167,0.0001437,15.08837266227421,204.2096,80.1669,279.9485
STARLINK-3517,51735.0,53.2174,0.0001226,15.08844146227431,204.1782,85.9831,274.1301
STARLINK-3447,51736.0,53.2169,0.0001654,15.08837620227424,204.2919,81.9238,278.1942
STARLINK-3509,51737.0,53.2167,0.000163,15.08842276227421,204.194,82.6744,277.4434
STARLINK-3515,51738.0,53.2161,5.23e-05,15.08843117227422,204.2734,41.2226,318.8806
STARLINK-3516,51739.0,53.2182,0.0001786,15.08835388227345,206.6056,86.5673,273.5524
STARLINK-3500,51740.0,53.2162,0.0001168,15.08839343227427,204.309,91.6671,268.4455
STARLINK-3520,51741.0,53.2172,0.0001293,15.08839622227428,204.2663,97.0587,263.0552
STARLINK-3521,51742.0,53.2199,9.37e-05,15.08838133227427,204.4358,94.7257,265.3843
STARLINK-3512,51743.0,53.2165,0.0001566,15.08837863227562,194.1614,100.2082,259.9087
STARLINK-3452,51744.0,53.2168,0.00015,15.08832688227348,206.7493,95.8784,264.238
STARLINK-3449,51745.0,53.2168,0.0001449,15.08827432227425,204.2888,85.721,274.3947
STARLINK-3502,51746.0,53.2177,0.0002055,15.08840546227471,196.9036,115.5558,244.5647
STARLINK-3446,51747.0,53.2156,0.0001138,15.08836801227349,206.7475,93.2677,266.8445
STARLINK-3501,51748.0,53.2153,0.0001292,15.08841419227569,194.2572,76.035,284.0786
STARLINK-3451,51749.0,53.2163,0.0001604,15.08792769227337,206.9886,83.7249,276.3926
STARLINK-3505,51750.0,53.2135,0.0001567,15.08855882227473,196.9705,84.0034,276.1137
STARLINK-3506,51751.0,53.2185,0.0001379,15.08847655227566,194.2473,92.4591,267.6559
STARLINK-3511,51752.0,53.2156,0.0001269,15.08834645227569,194.2668,99.2781,260.8355
STARLINK-3507,51753.0,53.2165,0.0001336,15.08841850227562,194.2794,83.9302,276.1843
STARLINK-3457,51754.0,53.2161,0.0001332,15.08846236227573,193.8966,93.8656,266.2489
STARLINK-3460,51755.0,53.2172,0.0001342,15.08842759227569,194.3226,92.2185,267.8961
STARLINK-3513,51756.0,53.2171,0.0001259,15.08835854227577,194.1566,97.9678,262.1457
STARLINK-3459,51757.0,53.2164,0.0001264,15.08815659227577,194.1799,99.6413,260.4722
STARLINK-3458,51758.0,53.2152,0.0001408,15.08836099228715,194.1586,84.6175,275.4978
STARLINK-3456,51759.0,53.2153,0.0001697,15.08844189227571,194.1896,96.9051,263.2134
STARLINK-3622,51768.0,53.2177,0.000104,15.08833251227832,226.4318,81.081,279.03
STARLINK-3621,51769.0,53.2181,0.0001456,15.08834495226393,226.4625,92.3207,267.7952
STARLINK-3612,51770.0,53.2175,0.0001364,15.08833323226374,227.3395,92.6785,267.4363
STARLINK-3614,51771.0,53.2161,0.0001237,15.08842688226399,226.4682,89.386,270.7274
STARLINK-3623,51772.0,53.2153,0.0001309,15.08837061226382,226.5118,92.2597,267.8545
STARLINK-3624,51773.0,53.216,0.0001208,15.08839142226378,227.0581,85.165,274.948
STARLINK-3629,51774.0,53.2168,0.0001407,15.08836106226353,226.5447,95.2491,264.8662
STARLINK-3620,51775.0,53.2193,0.0002434,15.08828762226393,226.4939,117.002,243.1221
STARLINK-3608,51776.0,53.2161,0.0001297,15.0882985222635,226.5635,90.2186,269.8955
STARLINK-3625,51777.0,53.2137,0.0002009,15.08844389226369,227.1071,95.4493,264.6728
STARLINK-3615,51778.0,53.2174,0.0001182,15.08837079226429,214.0225,87.559,272.5537
STARLINK-3611,51779.0,53.218,0.0001889,15.08831231226357,226.6044,113.2356,246.8835
STARLINK-3617,51780.0,53.2177,0.0001446,15.08829408226203,226.6214,88.027,272.0888
STARLINK-3580,51781.0,53.2183,0.000125,15.08832020226201,226.5745,92.5293,267.5843
STARLINK-3616,51782.0,53.2149,6.71e-05,15.08840928225951,237.2009,76.9469,283.1598
STARLINK-3628,51783.0,53.2171,0.0001078,15.08760035226205,226.6423,86.3169,273.7947
STARLINK-3632,51784.0,53.2189,0.0001434,15.08839925226068,236.5329,79.0171,281.0982
STARLINK-3646,51785.0,53.2188,0.0001672,15.08827565226207,226.6164,89.6124,270.506
STARLINK-3638,51786.0,53.2179,0.0001088,15.08835823226052,236.8657,86.4144,273.6973
STARLINK-3619,51787.0,53.2179,0.0001459,15.08834621226066,236.5019,84.7894,275.3265
STARLINK-3641,51788.0,53.2176,0.0001212,15.08816540227699,236.9167,91.8908,268.2223
STARLINK-3639,51789.0,53.2166,0.0001427,15.08832704226056,236.8494,91.9453,268.1703
STARLINK-3631,51790.0,53.2165,0.0001032,15.08836715227741,236.9312,91.5946,268.5165
STARLINK-3602,51791.0,53.2179,0.000128,15.08819330227694,236.8839,92.5287,267.5852
STARLINK-3626,51792.0,53.2177,0.0002174,15.08845055227767,236.3685,90.2108,269.9134
STARLINK-3633,51793.0,53.2184,0.000121,15.47827346,222.5021,74.4826,83.4162
STARLINK-3573,51794.0,53.2152,0.0001532,15.08842378227713,236.4007,80.4262,279.6904
STARLINK-3586,51795.0,53.2177,0.0001162,15.08861097227698,237.0997,72.5365,287.5754
STARLINK-3634,51798.0,53.2159,0.0001359,15.08828070227753,236.4689,86.9354,273.1794
STARLINK-3637,51799.0,53.2175,0.00015,15.08835408227714,236.4162,94.2901,265.8263
STARLINK-3592,51801.0,53.2181,0.0001036,15.08843381227695,237.0309,87.6528,272.4583
STARLINK-3544,51803.0,53.2176,0.00012,15.08837314227701,236.4853,79.5885,280.5243
STARLINK-3601,51804.0,53.2163,0.000156,15.08827796227939,216.7262,85.4611,274.656
STARLINK-3605,51805.0,53.2163,0.0001415,15.08835182228025,216.7855,84.726,275.3893
STARLINK-3606,51807.0,53.2179,0.0001427,15.08832426227898,226.6455,87.3785,272.7371
STARLINK-3609,51808.0,53.2185,0.0001492,15.0883102122775,226.415,94.2197,265.8966
STARLINK-3607,51809.0,53.2184,0.0001464,15.08828753227846,226.6421,92.9378,267.1781
STARLINK-3613,51810.0,53.2182,0.0001357,15.08837990227941,214.3538,95.8183,264.2964
STARLINK-3569,51811.0,53.2174,0.0001249,15.08838679227721,227.2913,90.5609,269.5526
STARLINK-3610,51812.0,53.217,0.0001015,15.08851086227868,216.6583,91.2902,268.8207
STARLINK-3552,51813.0,53.2169,0.0001525,15.08831925227863,216.7705,83.5666,276.55
STARLINK-3599,51814.0,53.2173,0.0001519,15.0885006022784,217.288,88.9338,271.1828
STARLINK-3604,51815.0,53.2177,0.0001501,15.08846467227863,216.6771,83.2254,276.8909
STARLINK-3603,51816.0,53.2124,0.0001702,16.01190132228466,180.7472,24.7996,335.3118
LUDI TANCE 1-01B (L-SA*),51822.0,97.8115,0.0001593,14.88427230222596,101.937,89.7909,270.349
JILIN-1 GAOFEN 03D14,51831.0,97.3647,0.0003218,15.96009251228527,189.4769,260.4384,99.6528
JILIN-1 GAOFEN 03D16,51834.0,97.3572,0.0006681,16.1650591022843,189.7839,266.409,93.6433
JILIN-1 GAOFEN 03D11,51835.0,97.3689,0.0002216,15.9013173422851,189.3969,238.908,121.1975
JILIN-1 GAOFEN 03D15,51839.0,97.367,0.0001297,15.76377921228382,186.9364,149.544,210.5901
JILIN-1 GAOFEN 03D10,51840.0,97.3645,0.0004596,15.89801378228522,189.3117,232.5253,127.5602
JILIN-1 GAOFEN 03D12,51841.0,97.3647,0.0001392,15.76800664228376,186.7769,229.6916,130.4228
JILIN-1 GAOFEN 03D18,51844.0,97.3628,0.0002116,15.88773899228387,188.348,268.2512,91.8518
JILIN-1 GAOFEN 03D13,51846.0,97.3657,0.0001809,15.72045462228242,185.7765,124.2701,235.8733
STRIX-BETA,51847.0,97.5644,0.0006689,15.9660680022701,191.5552,253.0811,106.9732
GOES 18,51850.0,0.0488,8.1e-05,1.00274048,36.1429,39.654,67.298
STARLINK-3542,51852.0,53.2152,0.000138,15.08853849225593,265.0931,87.6754,272.4396
STARLINK-3541,51854.0,53.2155,0.0001131,15.15185309226839,264.117,63.198,296.913
STARLINK-3545,51855.0,53.2164,0.0001447,15.08831012226824,264.5051,91.4587,268.6571
STARLINK-3568,51856.0,53.2167,0.0001505,15.0883572122685,266.025,97.9277,262.1886
STARLINK-3571,51857.0,53.2146,0.00016,15.08836810226804,266.6686,90.6744,269.4432
STARLINK-3563,51858.0,53.2163,0.000133,15.08842029226875,264.5662,86.0687,274.0457
STARLINK-3560,51859.0,53.2156,0.0001312,15.08857591227005,254.7947,79.1698,280.9441
STARLINK-3559,51860.0,53.2168,0.0001318,15.08839503226967,254.7551,83.2547,276.8595
STARLINK-3562,51861.0,53.2163,0.00018,15.08815502226871,254.8277,87.5535,272.5663
STARLINK-3508,51862.0,53.2159,0.0001036,15.08832291227016,254.7775,94.1106,266.0004
STARLINK-3555,51863.0,53.2162,0.0001194,15.08827867226893,256.6419,74.8296,285.2829
STARLINK-3548,51864.0,53.2174,0.0001333,15.08839075226931,256.8489,85.5568,274.5576
STARLINK-3503,51865.0,53.2158,0.0001361,15.08834480226872,257.2695,89.8929,270.2219
STARLINK-3553,51866.0,53.2125,0.0001117,15.08834439226899,256.5411,91.9765,268.1355
STARLINK-3590,51867.0,53.2174,0.0001344,15.08838383226891,256.6905,104.3162,255.7979
STARLINK-3578,51868.0,53.2161,0.0001509,15.08804493226891,256.6607,93.2485,266.868
STARLINK-3588,51869.0,53.2167,0.0001396,15.08837589226917,256.148,85.423,274.6921
STARLINK-3591,51870.0,53.2153,0.0001043,15.08848687226945,256.7093,77.4897,282.6212
STARLINK-3567,51871.0,53.2167,0.0001249,15.08841991227077,254.6765,94.7473,265.3662
STARLINK-3554,51872.0,53.2177,0.0001605,15.08836930226895,256.7266,97.0541,263.0633
STARLINK-3582,51873.0,53.2139,0.0001671,15.18544013226977,251.2472,297.2003,62.8823
STARLINK-3574,51874.0,53.2153,0.0001329,15.08841976226886,256.7735,88.7743,271.3401
STARLINK-3585,51875.0,53.2162,0.0001394,15.0883442122691,256.1933,112.5216,247.5924
STARLINK-3583,51876.0,53.2149,0.0001381,15.08840536226896,256.7885,88.1322,271.9829
STARLINK-3556,51877.0,53.2166,0.0001371,15.0884325522704,246.2744,86.5,273.6148
STARLINK-3575,51878.0,53.216,7.5e-05,15.0882804522691,256.2274,63.6958,296.4111
STARLINK-3572,51879.0,53.2155,6.9e-05,15.08841184227024,246.8985,105.3997,254.7072
STARLINK-3566,51880.0,53.2166,0.0001182,15.0884763822696,254.444,81.9929,278.1197
STARLINK-3504,51881.0,53.2172,0.0001221,15.08845494227081,246.6383,85.4914,274.6218
STARLINK-3570,51882.0,53.2169,0.0001146,15.08849293227148,244.8073,91.0668,269.0455
STARLINK-3576,51883.0,53.218,0.0001306,15.08839317227084,244.9843,101.662,258.4519
STARLINK-3577,51884.0,53.2158,0.0001337,15.08836926227128,246.3235,86.7274,273.3871
STARLINK-3584,51885.0,53.2164,0.0001258,15.08842531227006,247.284,86.3995,273.7141
STARLINK-3565,51886.0,53.2142,9.87e-05,15.0884345322704,246.3558,93.6656,266.4449
STARLINK-3551,51887.0,53.2161,0.0001093,15.0884136422709,244.6241,89.2734,270.8384
STARLINK-3536,51888.0,53.2163,0.0001408,15.08841990227043,246.3757,89.3648,270.7505
STARLINK-3547,51889.0,53.2184,0.0001524,15.08839094227021,246.7556,95.7473,264.3693
STARLINK-3549,51891.0,53.2164,0.0001163,15.08842374227076,246.7735,91.4941,268.6185
STARLINK-3587,51892.0,53.2175,0.0001644,15.08831373227024,246.7387,102.1829,257.9347
STARLINK-3579,51893.0,53.217,0.0001154,15.08854354227082,246.8037,92.0035,268.1089
STARLINK-3595,51894.0,53.2168,0.0001176,15.0884160422708,246.7868,84.7353,275.3773
STARLINK-3594,51895.0,53.2169,0.0001325,15.08833407227047,246.2216,93.367,266.7473
STARLINK-3593,51896.0,53.2166,0.0001287,15.08831423227075,246.9434,94.3672,265.7467
STARLINK-3598,51897.0,53.2182,0.000139,15.08837030227043,246.2414,96.0138,264.1013
STARLINK-3597,51898.0,53.2161,0.0001214,15.08839517227076,246.8523,92.283,267.8302
2022-023A,51946.0,63.4796,0.0100866,15.18058752226463,162.0808,341.7154,18.0342
2022-023B,51947.0,63.4784,0.0095385,15.17924438226296,165.2854,346.465,13.3906
2022-023C,51948.0,63.4889,0.0098078,15.18070403226505,161.9051,349.0173,10.8797
2022-023D,51949.0,63.4618,0.0115813,15.18054404226496,162.8948,354.3814,5.599
2022-023E,51950.0,63.4606,0.0153536,13.56274825212009,146.6664,348.5524,11.203
2022-023F,51951.0,63.452,0.0124129,15.18038222226498,164.653,344.5942,15.1404
STARLINK-3700,51956.0,53.159,0.0001444,15.30195184225005,257.3146,101.7633,258.353
STARLINK-3694,51957.0,53.1599,0.0001245,15.30198566224674,280.2136,87.308,272.8063
STARLINK-3692,51958.0,53.1601,0.0001271,15.30192867225071,255.1935,82.2243,277.8902
STARLINK-3704,51959.0,53.1588,0.000133,15.29358209224679,280.2416,86.4749,273.6403
STARLINK-3691,51960.0,53.1606,0.0001418,15.30188399224678,280.2138,75.3989,284.7169
STARLINK-3697,51962.0,53.1607,0.000119,15.30215756224851,267.7083,97.8159,262.2977
STARLINK-3675,51963.0,53.1602,0.0001069,15.30173437225074,255.2254,93.5946,266.5177
STARLINK-3690,51964.0,53.1599,0.0001417,15.30205560224923,265.7631,100.3751,259.741
STARLINK-3696,51965.0,53.162,0.0001669,15.30200476224738,278.704,93.6858,266.4334
STARLINK-3699,51966.0,53.0537,0.0001728,15.06432952224693,278.4837,106.9811,253.1368
STARLINK-3681,51968.0,53.1597,0.0001255,15.30194139224863,267.63,92.1102,268.0042
STARLINK-3680,51969.0,53.1592,0.000125,15.30201248224867,267.2995,92.8732,267.2411
STARLINK-3677,51970.0,53.0561,0.000134,15.06389331224727,277.6832,91.7101,268.4041
STARLINK-3669,51971.0,53.1592,8.57e-05,15.30193997224922,265.8133,69.9202,290.1891
STARLINK-3671,51972.0,53.0551,0.0001186,15.06820773224755,276.8187,118.3519,241.759
STARLINK-3679,51973.0,53.0541,0.0001332,15.06395577224708,278.219,92.2307,267.8835
STARLINK-3672,51974.0,53.0559,0.0001091,15.06407456224711,277.7312,83.2911,276.8203
STARLINK-3674,51975.0,53.1613,8.18e-05,15.30193672224939,265.3269,110.2176,249.8913
STARLINK-3660,51977.0,53.218,0.0001462,15.08851146225188,264.6677,82.7345,277.3813
STARLINK-3649,51980.0,53.2175,0.00015,15.08834186224847,286.5219,85.4005,274.7158
STARLINK-3635,51981.0,53.217,0.000134,15.08838250224856,286.1605,83.8563,276.2582
STARLINK-3655,51983.0,53.218,0.0001478,15.08841157224856,286.1819,87.1808,272.9353
STARLINK-3664,51984.0,53.2179,0.0001096,15.08861230224847,286.6883,61.6051,298.5052
STARLINK-3651,51985.0,53.2185,0.0001485,15.08810781224864,285.9165,92.3427,267.7736
STARLINK-3645,51986.0,53.2185,0.0001307,15.08876896224865,285.9879,83.9955,276.1187
STARLINK-3644,51987.0,53.2167,0.000147,15.08832966224858,286.3056,98.1458,261.9701
STARLINK-3640,51988.0,53.2162,0.0001081,15.08842648224874,285.7972,86.4067,273.7049
STARLINK-3642,51989.0,53.2172,8.04e-05,15.0884711422487,285.7347,15.9308,344.171
