satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly
GAOFEN-14 02,66175.0,97.4158,0.0002199,15.26117303,170.4805,167.6406,192.4887
STARLINK-35363,66178.0,53.1572,0.0001445,15.30216892,126.6927,86.0193,274.0973
STARLINK-35346,66179.0,53.157,0.0001269,15.30201449,126.7105,76.0914,284.0228
STARLINK-35335,66180.0,53.1568,0.0001165,15.30204565,126.7303,90.5508,269.5627
STARLINK-35342,66181.0,53.1573,0.0001162,15.30179198,126.7467,76.3968,283.7162
STARLINK-35333,66182.0,53.1569,0.0001164,15.30169751,126.7569,105.0416,255.0713
STARLINK-35310,66183.0,53.1564,0.0001799,15.30210409,126.7784,113.3186,246.8004
STARLINK-35317,66184.0,53.1577,0.0001257,15.30230714,126.7027,82.6561,277.4583
STARLINK-35377,66185.0,53.1567,0.0001275,15.3020376,126.7695,87.4012,272.7134
STARLINK-35365,66186.0,53.1567,0.0001247,15.30199639,126.7436,86.2476,273.8667
STARLINK-35350,66187.0,53.1565,0.0001003,15.30208561,126.7897,80.7561,279.3553
STARLINK-35041,66188.0,53.1572,0.0001479,15.30222404,126.6817,85.8593,274.2577
STARLINK-34694,66189.0,53.1575,0.0001304,15.30213106,126.6424,83.2026,276.9123
STARLINK-34863,66190.0,53.1571,0.0001652,15.30222367,126.7228,117.2081,242.9089
STARLINK-35061,66191.0,53.1567,9.47e-05,15.30210747,126.7983,64.6904,295.4195
STARLINK-34937,66192.0,53.1578,9.54e-05,15.30211828,126.818,115.4132,244.6967
STARLINK-35197,66193.0,53.1596,5.27e-05,15.30210152,126.259,57.0425,303.0627
STARLINK-35374,66194.0,53.1591,0.0001282,15.30216592,126.2798,80.0987,280.0159
STARLINK-34813,66195.0,53.1588,9.97e-05,15.30223393,126.299,353.7019,6.3969
STARLINK-35409,66196.0,53.158,0.0001144,15.30230818,126.32,94.4635,265.6497
STARLINK-35259,66197.0,53.1584,0.0001378,15.30200888,126.6629,85.4374,274.6784
STARLINK-35518,66198.0,53.158,0.0001575,15.30226955,126.8381,43.9879,316.1247
STARLINK-35509,66199.0,53.1594,9.86e-05,15.3020582,126.2487,80.2277,279.8835
STARLINK-35551,66200.0,53.1594,7.32e-05,15.30207409,126.2696,66.5833,293.5245
STARLINK-35543,66201.0,53.1583,0.0001485,15.30184778,126.2907,59.8322,300.2826
STARLINK-35534,66202.0,53.1583,0.0001131,15.30223671,126.3097,65.2452,294.8666
STARLINK-35548,66203.0,53.1574,0.0001471,15.30204745,126.3258,101.1462,258.9704
STARLINK-35490,66204.0,53.158,0.0001654,15.30213227,126.6728,114.9431,245.1742
STARLINK-35748,66206.0,53.1582,0.000106,15.3019519,111.1781,107.0021,253.1096
STARLINK-35747,66207.0,53.1598,0.0001252,15.3020318,111.3395,115.8905,244.2225
STARLINK-35751,66208.0,53.1585,0.000153,15.30205456,111.0721,81.9813,278.1361
STARLINK-35750,66209.0,53.1604,0.000114,15.30207092,111.0128,97.028,263.085
STARLINK-35740,66210.0,53.1603,0.0001118,15.30194751,111.0331,26.9154,333.1904
STARLINK-35723,66211.0,53.1595,0.0001187,15.30205745,110.6876,94.671,265.4426
STARLINK-35710,66212.0,53.1571,0.0001188,15.30215902,111.3194,114.2801,245.8324
STARLINK-34204,66213.0,53.1588,0.0001636,15.30209076,110.6697,131.7553,228.3587
STARLINK-35714,66214.0,53.1587,0.0001235,15.30212187,111.3733,90.7714,269.3428
STARLINK-35712,66215.0,53.1596,0.0001057,15.3022114,111.0411,77.7985,282.3134
STARLINK-35709,66216.0,53.1566,0.0001175,15.30208263,111.2496,76.4874,283.6257
STARLINK-35700,66217.0,53.1571,0.0001153,15.30211455,111.5173,70.1223,289.9902
STARLINK-35722,66218.0,53.1587,0.0001147,15.30207779,111.0969,68.5525,291.5599
STARLINK-35737,66219.0,53.1588,0.0001345,15.3018329,111.0836,65.6795,294.4346
STARLINK-35677,66220.0,53.1586,0.0001253,15.30190778,111.0246,97.8541,262.2602
STARLINK-35704,66221.0,53.1575,0.0001112,15.30198285,111.1987,77.1881,282.9244
STARLINK-35666,66222.0,53.1571,0.0001764,15.30186439,111.2172,84.9931,275.1271
STARLINK-35664,66223.0,53.1569,0.0001079,15.3020281,111.2586,84.4795,275.6329
STARLINK-35733,66224.0,53.1582,0.0001049,15.30212809,111.3403,128.3113,231.7982
STARLINK-35734,66225.0,53.1573,0.0001289,15.30178869,111.2401,54.3505,305.7616
STARLINK-34466,66226.0,53.1582,0.0001102,15.30202359,111.1374,83.1054,277.0072
STARLINK-34882,66227.0,53.1579,0.0001448,15.30213213,111.1177,59.4387,300.6757
STARLINK-35731,66228.0,53.1587,9.21e-05,15.30201222,111.0986,68.4634,291.6465
STARLINK-35758,66229.0,53.1587,9e-05,15.30201499,111.0826,77.0604,283.0498
STARLINK-35736,66230.0,53.1578,0.0001388,15.30205491,111.1862,97.4047,262.7112
STARLINK-35735,66231.0,53.1598,0.0001112,15.30176785,111.0445,69.511,290.601
STARLINK-35753,66232.0,53.1584,0.0001358,15.30202546,111.3521,70.396,289.7187
STARLINK-35626,66233.0,53.1559,8.88e-05,15.30209747,111.3354,58.4874,301.6214
STARLINK-35537,66234.0,53.1592,0.0001206,15.30203996,168.0028,71.5202,288.593
STARLINK-35541,66235.0,53.1594,0.000131,15.30175085,167.9826,74.1953,285.9192
STARLINK-35454,66236.0,53.1564,0.0001474,15.30196077,165.4693,70.263,289.8529
STARLINK-35557,66237.0,53.1551,0.0001349,15.30217884,165.4493,26.6665,333.4405
STARLINK-35556,66238.0,53.1563,0.0001431,15.30192669,165.4361,71.6232,288.4925
STARLINK-35554,66239.0,53.1564,0.0001062,15.30199978,165.4197,100.427,259.6851
STARLINK-35546,66240.0,53.1585,9.53e-05,15.30196454,165.2416,86.7698,273.3411
STARLINK-35497,66241.0,53.1592,0.0001672,15.30255262,165.217,72.7023,287.4161
STARLINK-35480,66242.0,53.1581,0.0001411,15.30191818,165.542,84.5973,275.5188
STARLINK-35495,66243.0,53.1604,0.0001255,15.30155267,168.2277,94.1894,265.925
STARLINK-35517,66244.0,53.1595,0.0001549,15.30192788,165.1565,73.2147,286.9024
STARLINK-35503,66245.0,53.1575,0.0001285,15.30188373,165.5226,63.4414,296.6718
STARLINK-35434,66246.0,53.1559,0.0001285,15.30195978,165.3961,101.2126,258.9019
STARLINK-35481,66247.0,53.1572,0.0001517,15.30181662,165.3788,44.3514,315.7608
STARLINK-35416,66248.0,53.1581,0.0001527,15.30186236,165.3585,109.3473,250.7693
STARLINK-35304,66249.0,53.1577,0.0002153,15.30227577,165.2752,112.7558,247.367
STARLINK-35338,66250.0,53.1576,0.0001262,15.30144717,168.6739,55.6695,304.4425
STARLINK-35485,66251.0,53.1584,0.000126,15.30144908,168.0286,109.1087,251.005
STARLINK-35483,66252.0,53.1595,0.0001505,15.30188072,165.2057,54.1069,306.0072
STARLINK-35486,66253.0,53.1575,0.0001402,15.30196558,165.3818,64.3613,295.7533
STARLINK-35488,66254.0,53.1576,0.0001819,15.30176891,165.4003,114.6473,245.4717
STARLINK-35616,66255.0,53.1565,6.21e-05,15.30228237,165.4462,53.8088,306.297
STARLINK-35619,66256.0,53.1593,0.0001634,15.30202284,165.1557,78.778,281.3404
STARLINK-35615,66257.0,53.1599,0.0001257,15.30175571,168.2297,75.6519,284.4621
STARLINK-34650,66258.0,53.1587,0.0001363,15.30201263,165.2155,91.944,268.1717
STARLINK-35529,66259.0,53.1573,0.0001146,15.30205127,168.9565,43.0631,317.046
STARLINK-35420,66260.0,53.158,0.0001235,15.30145614,168.0702,56.6981,303.4138
STARLINK-35536,66261.0,53.1591,0.00011,15.30190987,165.2801,73.8683,286.2439
STARLINK-35487,66262.0,53.1588,0.000145,15.30178969,165.3103,75.8374,284.2788
STARLINK-35801,66265.0,53.1599,0.0001265,15.30196979,72.6659,78.8522,281.2621
STARLINK-35056,66266.0,53.1583,0.0001359,15.30195492,72.7884,82.8526,277.2629
STARLINK-35550,66267.0,53.1597,0.0001321,15.30193421,72.6267,74.318,285.7967
STARLINK-35069,66268.0,53.1597,3.95e-05,15.30256598,72.9583,111.0991,249.0053
STARLINK-34910,66269.0,53.1585,0.0001324,15.30231558,72.7494,92.6987,267.4166
STARLINK-35757,66270.0,53.1598,0.0001352,15.30198063,72.7298,97.7862,262.3292
STARLINK-35745,66271.0,53.1584,0.0001087,15.30210788,73.2085,91.788,268.3246
STARLINK-35741,66272.0,53.1606,0.0001299,15.30202254,72.3083,93.4155,266.6994
STARLINK-35730,66273.0,53.1597,0.0001727,15.30206804,72.6951,99.2529,260.8667
STARLINK-35760,66274.0,53.1595,0.0001043,15.30207829,72.9307,116.7682,243.3425
STARLINK-35752,66275.0,53.1583,0.0001503,15.3024445,72.8759,82.5846,277.5326
STARLINK-35742,66276.0,53.1583,0.0001248,15.30196623,72.8184,90.2094,269.905
STARLINK-35708,66277.0,53.1596,0.0001332,15.30204653,72.7589,101.7878,258.3273
STARLINK-35713,66278.0,53.1596,0.0001166,15.30182524,72.2805,113.8449,246.2674
STARLINK-35724,66279.0,53.1594,9.4e-05,15.30182093,72.97,100.1973,259.9133
STARLINK-35726,66280.0,53.1618,0.000136,15.30203378,72.6363,95.7714,264.3442
STARLINK-35727,66281.0,53.1588,0.0001198,15.30201555,72.9428,103.0989,257.0146
STARLINK-35776,66282.0,53.1578,0.0001189,15.30193594,73.2181,109.6029,250.51
STARLINK-35774,66283.0,53.1584,0.0001259,15.30208727,72.8861,79.6588,280.4555
STARLINK-35830,66284.0,53.1586,0.0001328,15.30194497,72.8614,88.6006,271.5147
STARLINK-35819,66285.0,53.1585,0.0001135,15.30200371,73.1295,95.8755,264.2375
STARLINK-35783,66286.0,53.1587,0.0001164,15.30209158,72.8009,95.6351,264.4783
STARLINK-34884,66287.0,53.1589,0.0001458,15.30209268,72.7683,98.2506,261.866
STARLINK-34896,66288.0,53.1596,0.0001352,15.30207053,72.7419,87.1228,272.9927
STARLINK-35802,66289.0,53.1597,0.0001211,15.30186555,72.7091,98.5396,261.5742
STARLINK-35799,66290.0,53.1596,0.0001466,15.3024797,72.6761,100.8663,259.2503
STARLINK-35800,66291.0,53.1609,0.0001301,15.30194956,72.3135,99.0374,261.0774
STARLINK-35798,66292.0,53.1605,0.0001566,15.30189428,72.643,93.7261,266.3919
SEMI-1L,66294.0,45.4014,0.0002791,15.20294962,158.1971,339.6278,20.4497
LEMUR-2-AFFIE-WAUWIE,66295.0,45.4009,0.0007967,15.24760741,155.0254,10.9081,349.1979
BANDWAGON-4 OBJECT D,66296.0,45.4034,0.0005257,15.20730217,157.4213,344.3222,15.7501
SEMI-1N,66297.0,45.4041,0.0010978,15.2221257,155.882,340.7325,19.3146
SEMI-1P,66298.0,45.3801,0.0011775,15.20248441,160.4873,320.8967,39.1067
FGN-100-D2,66299.0,45.3988,0.0005518,15.2001686,157.5209,330.5672,29.4903
ICEYE-X65,66300.0,45.4034,0.0005681,15.08324929,163.3272,329.0508,31.0038
ICEYE-X66,66301.0,45.398,0.0005435,15.08438007,163.0966,323.7999,36.2514
ICEYE-X67,66302.0,45.4037,0.0006895,15.08605447,162.5034,329.5495,30.4986
STARCLOUD-1,66303.0,45.4008,0.0006175,15.20519074,157.3126,329.5267,30.526
BANDWAGON-4 OBJECT M,66304.0,45.4103,0.0013634,15.25387537,153.9242,347.585,12.4701
BANDWAGON-4 OBJECT N,66305.0,45.4127,0.0014273,15.25387043,163.0797,337.3097,22.7159
BANDWAGON-4 OBJECT P,66306.0,45.4028,0.0012668,15.25061669,163.2198,342.7597,17.286
BANDWAGON-4 OBJECT Q,66307.0,45.3963,0.0010908,15.25004852,154.0835,355.0179,5.0599
TOMORROW-S8,66308.0,45.3961,0.0005294,15.19848781,161.7751,316.2127,43.8339
TOMORROW-S9,66309.0,45.403,0.0003806,15.19613086,158.2226,330.7126,29.3546
CMS-03 (GSAT-7R),66311.0,0.0503,0.0003886,1.00272259,264.7829,100.7057,344.4792
YAOGAN-46,66313.0,20.0845,0.0003729,5.31198636,23.5779,31.1766,328.8579
SENTINEL-1D,66315.0,98.1835,0.0001327,14.59197187,102.6499,90.4629,269.6723
QPS-SAR-14 (YACHIHOKO-I),66316.0,42.0035,0.0005999,14.99073446,178.0853,151.3161,208.7995
STARLINK-35442,66319.0,43.0005,0.0001106,15.27558476,68.3446,285.6034,74.4695
STARLINK-34616,66320.0,43.0013,0.0001328,15.27572958,67.9313,280.7515,79.3187
STARLINK-34615,66321.0,43.0006,2.08e-05,15.2758961,69.9487,271.0141,89.0687
STARLINK-35292,66322.0,43.0026,0.0001607,15.27571091,68.0433,251.267,108.8007
STARLINK-35309,66323.0,43.0005,0.0001342,15.27571214,68.3437,280.0491,80.0209
STARLINK-35506,66324.0,43.002,0.0002742,15.27568413,67.959,273.6201,86.4337
STARLINK-35504,66325.0,43.001,0.0001347,15.27574291,68.3673,281.2085,78.8615
STARLINK-35479,66326.0,43.0031,0.0001245,15.27569786,68.1825,275.7552,84.3158
STARLINK-35507,66327.0,43.0015,9.18e-05,15.27579476,69.4962,243.3187,116.757
STARLINK-35460,66328.0,43.001,0.0001421,15.2756551,68.3105,284.8136,75.2558
STARLINK-35505,66329.0,43.004,0.0001231,15.27573558,68.1536,282.7302,77.3412
STARLINK-35512,66330.0,43.002,0.0001297,15.27570412,68.2626,283.3496,76.7211
STARLINK-35257,66331.0,43.0024,9.97e-05,15.27575321,67.9854,283.8965,76.1776
STARLINK-35322,66332.0,43.0021,7.83e-05,15.27610249,71.3931,275.5258,84.5505
STARLINK-35400,66333.0,43.0008,0.0001675,15.27629193,68.4071,274.6741,85.392
STARLINK-35407,66334.0,43.0006,0.0001337,15.27575928,68.0116,276.2738,83.7961
STARLINK-35417,66335.0,43.0056,0.0001935,15.27582047,68.1721,257.8584,102.2051
STARLINK-35404,66336.0,43.0036,0.0001336,15.2757107,68.1004,277.3764,82.6935
STARLINK-34783,66337.0,43.0006,0.0001372,15.2757649,68.3959,282.5154,77.5544
STARLINK-35477,66338.0,43.0013,0.0001299,15.27614411,71.4237,304.0929,55.9799
STARLINK-35443,66339.0,43.0028,0.0001636,15.27587361,68.1435,274.8081,85.2584
STARLINK-35218,66340.0,43.0009,0.0002762,15.27689673,68.3144,259.5178,100.5363
STARLINK-35522,66341.0,43.0028,0.0001427,15.27528773,68.2396,265.7812,94.2877
STARLINK-35535,66342.0,43.0037,0.0001799,15.2762752,68.2007,264.4997,95.565
STARLINK-35467,66343.0,42.9986,0.0001432,15.27618425,68.2892,281.6691,78.4
STARLINK-35511,66344.0,43.0026,0.0001067,15.27571179,67.9324,287.7094,72.3641
STARLINK-35440,66345.0,43.0044,8.38e-05,15.27580289,68.575,248.2214,111.8549
STARLINK-35482,66346.0,42.9988,8.72e-05,15.2756248,69.5178,280.1879,79.8874
STARLINK-35438,66347.0,43.0039,4.59e-05,15.27582491,67.9724,285.737,74.3431
STARLINK-35849,66348.0,53.1598,0.000108,15.30211263,114.0485,50.9913,309.1184
STARLINK-35848,66349.0,53.1565,0.0001085,15.30191188,113.6043,98.3481,261.7642
STARLINK-35829,66350.0,53.157,0.0001001,15.30199395,113.5398,75.8286,284.2826
STARLINK-35828,66351.0,53.1574,0.000142,15.30232811,113.4988,99.742,260.3741
STARLINK-35850,66352.0,53.1584,0.0001215,15.30202738,113.4206,95.5727,264.5412
STARLINK-35869,66353.0,53.1587,6.52e-05,15.30208242,113.3794,73.5849,286.5223
STARLINK-35895,66354.0,53.1594,0.0001191,15.30180569,114.0684,98.4131,261.7005
STARLINK-35861,66355.0,53.1591,0.0001147,15.30218076,114.0225,106.7145,253.3982
STARLINK-35851,66356.0,53.1576,0.000184,15.30179944,114.0041,84.3645,275.7566
STARLINK-35817,66357.0,53.1579,0.0001067,15.30206296,113.9386,87.1231,272.9892
STARLINK-35807,66358.0,53.1573,0.000126,15.30201304,113.6174,88.5271,271.5874
STARLINK-35805,66359.0,53.1575,0.000139,15.30198078,113.4888,100.9317,259.184
STARLINK-35823,66360.0,53.1587,9.4e-05,15.30204106,113.4118,71.2783,288.832
STARLINK-35813,66361.0,53.1578,0.0001895,15.30192444,113.4508,54.958,305.1598
STARLINK-35822,66362.0,53.1591,0.0001254,15.30217705,114.0313,61.3829,298.7298
STARLINK-35806,66363.0,53.1598,0.0001274,15.30217929,114.0779,71.1569,288.957
STARLINK-35797,66364.0,53.1604,0.0001138,15.30204502,114.0124,94.9365,265.1766
STARLINK-35827,66365.0,53.1566,0.0001127,15.3020087,113.5545,72.2731,287.8392
STARLINK-35845,66366.0,53.1566,8.44e-05,15.30265422,113.6089,59.8509,300.2575
STARLINK-35846,66367.0,53.1592,7.46e-05,15.30223838,113.3838,90.4804,269.6283
STARLINK-34861,66368.0,53.1572,8.89e-05,15.30212399,111.3383,78.535,281.575
STARLINK-35795,66369.0,53.1571,0.0001205,15.30205619,111.3827,85.1828,274.931
STARLINK-35824,66370.0,53.1572,0.0001143,15.30196465,111.3607,74.1736,285.9391
STARLINK-35804,66371.0,53.1575,0.0001282,15.3021856,111.3226,77.8792,282.2353
STARLINK-35821,66372.0,53.1581,0.0001287,15.30199233,111.3019,39.106,321.0033
STARLINK-35809,66373.0,53.1574,0.0001332,15.30177258,111.2763,87.136,272.9793
STARLINK-35831,66374.0,53.1601,7.13e-05,15.30200751,111.0965,30.7289,329.3754
STARLINK-35826,66375.0,53.1567,0.0001111,15.30207863,110.6925,88.161,271.9519
SHIYAN-32 01,66376.0,52.9962,0.0012915,15.48465495,1.074,45.7633,314.4432
SHIYAN-32 02,66378.0,52.9946,0.0009968,15.41166896,5.1263,320.8262,39.2019
STARLINK-35139,66380.0,53.1585,0.0001239,15.3020003,98.0295,104.6533,255.4605
STARLINK-35158,66381.0,53.16,0.0001191,15.30235862,98.6064,60.6938,299.4182
STARLINK-35639,66382.0,53.1585,0.0001489,15.30193115,98.589,89.1772,270.9399
STARLINK-35690,66383.0,53.1594,0.0001033,15.3020419,97.983,80.8435,279.2682
STARLINK-35662,66384.0,53.1592,0.0001227,15.30197738,97.9687,104.5877,255.526
STARLINK-35659,66385.0,53.1591,0.0001528,15.30271581,98.0045,138.8873,221.2243
STARLINK-35651,66386.0,53.159,0.0001432,15.30202023,97.9531,108.9032,251.2124
STARLINK-35661,66387.0,53.1594,9.97e-05,15.30211796,97.9396,98.8042,261.3071
STARLINK-35647,66388.0,53.1595,0.0001401,15.30196925,97.9361,68.8197,291.2953
STARLINK-35694,66389.0,53.1595,0.0001231,15.30212126,97.9608,78.338,281.7759
STARLINK-35665,66390.0,53.1583,0.0001221,15.30173198,98.0172,100.1111,260.0028
STARLINK-35656,66391.0,53.1578,0.0001315,15.30197413,101.2244,94.2848,265.8303
STARLINK-35671,66392.0,53.1593,0.0001181,15.30188066,97.9141,79.787,280.3264
STARLINK-35652,66393.0,53.1613,0.0001193,15.3022635,98.8927,82.7763,277.3374
STARLINK-35672,66394.0,53.1577,0.000117,15.30198945,98.4463,93.0755,267.0379
STARLINK-35681,66395.0,53.1587,0.0001381,15.30218117,98.0172,78.8986,281.217
STARLINK-35669,66396.0,53.1591,0.0001337,15.3019558,97.9848,89.8371,270.2783
STARLINK-35510,66397.0,53.1603,0.0001233,15.30201628,98.2212,83.7481,276.366
STARLINK-35642,66398.0,53.1592,0.0001356,15.30210278,98.5394,98.7597,261.3557
STARLINK-35657,66399.0,53.1585,0.0001339,15.30213942,98.5478,141.46,218.6497
STARLINK-35667,66400.0,53.1571,0.0001511,15.30206399,98.4695,86.8663,273.251
STARLINK-35668,66401.0,53.1572,0.0001221,15.30196804,98.4346,87.3458,272.7683
STARLINK-35644,66402.0,53.1591,0.000121,15.85771119,96.5439,72.162,201.6221
STARLINK-35602,66403.0,53.1571,9.46e-05,15.30205332,98.3936,92.7096,267.4013
STARLINK-35691,66404.0,53.158,3.55e-05,15.30211537,98.3738,102.8407,257.2634
STARLINK-35683,66405.0,53.1581,8.6e-05,15.30206835,98.0515,112.4673,247.6419
STARLINK-34840,66406.0,53.158,0.0001099,15.30219232,98.0317,72.3375,287.7745
STARLINK-35686,66407.0,53.1585,0.0001392,15.30196235,98.0318,83.3661,276.7498
STARLINK-35679,66408.0,53.158,0.0001238,15.3021098,98.0512,70.45,289.6634
CHUTIAN-2 A,66409.0,98.2556,0.0013445,14.50127886,161.9337,191.941,168.1468
CHUTIAN-2 B,66410.0,98.2583,0.0013836,14.50121743,161.9998,196.7152,163.3588
HULIANWANG DIGUI-96,66412.0,50.0038,6.84e-05,13.29333924,200.6196,215.7428,144.3398
HULIANWANG DIGUI-97,66413.0,50.0002,6.98e-05,13.29335078,201.02,214.1861,145.8966
HULIANWANG DIGUI-98,66414.0,50.0039,7.75e-05,13.29336785,201.0266,218.9821,141.0996
HULIANWANG DIGUI-99,66415.0,50.0038,6.13e-05,13.29334209,200.5773,213.2399,146.8435
HULIANWANG DIGUI-100,66416.0,50.0042,6e-05,13.29337319,200.9859,214.1974,145.8859
HULIANWANG DIGUI-101,66417.0,49.9992,6.09e-05,13.29335382,200.873,210.7601,149.3236
HULIANWANG DIGUI-102,66418.0,50.0005,6.73e-05,13.29337139,200.4865,219.2395,140.8428
HULIANWANG DIGUI-103,66419.0,49.9998,5.49e-05,13.29336236,200.7034,212.8228,147.261
HULIANWANG DIGUI-104,66420.0,50.0016,6.91e-05,13.29335518,200.4168,218.8648,141.2174
STARLINK-35617,66422.0,43.0024,0.0001038,15.27578422,130.7386,261.1123,98.9611
STARLINK-35618,66423.0,43.0024,9.67e-05,15.27632335,130.6967,285.1796,74.8949
STARLINK-35588,66424.0,43.0041,0.0002112,15.27587264,130.6785,268.6781,91.3829
STARLINK-35555,66425.0,43.0004,0.0001412,15.27584458,130.6439,241.9949,118.076
STARLINK-35589,66426.0,43.0025,0.0002244,15.2758594,130.6273,269.405,90.6544
STARLINK-35611,66427.0,42.9986,0.0001078,15.27603405,130.5952,281.7153,78.3578
STARLINK-35610,66428.0,42.9959,0.0001555,15.27584912,134.2559,269.6003,90.467
STARLINK-35533,66429.0,43.0002,0.0001189,15.27590741,130.5357,256.0123,104.0596
STARLINK-35470,66430.0,42.9965,1.42e-05,15.27586951,130.5059,235.7469,124.3369
STARLINK-35439,66431.0,42.9985,0.0001051,15.27591216,130.4865,153.8174,206.273
STARLINK-35446,66432.0,42.9978,2e-05,15.27553344,130.4775,302.0075,58.0757
STARLINK-35457,66433.0,42.9995,3.34e-05,15.27615297,135.997,242.0348,118.047
STARLINK-35389,66434.0,42.9995,0.0001341,15.27619445,133.769,280.2628,79.8072
STARLINK-35502,66435.0,42.9989,0.0001941,15.27629852,130.3945,293.8087,66.2561
STARLINK-35501,66436.0,42.9969,0.0002768,15.27624931,130.4299,298.0269,62.0302
STARLINK-35474,66437.0,43.0017,0.0001017,15.27605971,130.6996,191.8071,168.2757
STARLINK-34681,66438.0,42.9971,8.71e-05,15.27591147,130.6431,190.7183,169.365
STARLINK-35327,66439.0,42.9973,3.15e-05,15.27606897,130.3856,333.043,27.0405
STARLINK-35405,66440.0,43.0017,0.0001709,15.27574565,130.6099,268.5075,91.5581
STARLINK-35426,66441.0,43.0007,5.84e-05,15.2760557,137.9324,301.0301,59.0494
STARLINK-34724,66442.0,42.9995,0.0001977,15.27610274,131.2283,277.253,82.8096
STARLINK-35219,66443.0,42.9967,0.0001292,15.27587781,131.1983,278.1206,81.9499
STARLINK-35360,66444.0,42.9953,2.44e-05,15.27595722,130.4068,227.2,132.8831
STARLINK-34698,66445.0,43.0003,0.0001308,15.27616056,130.7996,273.882,86.1882
STARLINK-34986,66446.0,42.9977,0.000136,15.27584975,130.7502,203.7894,156.2895
STARLINK-34851,66447.0,43.0,0.000216,15.27605735,131.2175,287.734,72.3276
STARLINK-35355,66448.0,43.0011,0.0001281,15.27602833,131.1799,281.7505,78.3203
STARLINK-34720,66449.0,42.9958,0.0001081,15.27602946,130.7637,229.0318,131.044
STARLINK-35334,66450.0,43.0045,0.0002137,15.27584306,130.7446,303.2051,56.8596
VIASAT-3 F2,66454.0,0.0418,0.0002624,1.00272616,270.2119,171.9195,104.8191
STARLINK-35643,66456.0,43.0037,0.000422,15.27621752,152.4457,297.446,62.5962
STARLINK-35466,66457.0,42.9936,3.24e-05,15.27586334,152.3777,92.6577,267.4312
STARLINK-35684,66458.0,42.9999,0.0001735,15.27556965,156.0911,272.2241,87.8412
STARLINK-35449,66459.0,42.9963,4.78e-05,15.27586139,152.3256,304.01,56.0706
STARLINK-35424,66460.0,42.9983,9.72e-05,15.27574198,151.8109,248.9681,111.1066
STARLINK-35132,66461.0,43.0009,0.0001313,15.2757674,152.1624,272.0527,88.0174
STARLINK-35499,66462.0,43.0007,0.000132,15.27582472,151.7291,281.3009,78.7694
STARLINK-35463,66463.0,42.9987,0.0002922,15.27606785,152.3026,293.6946,66.3599
STARLINK-35435,66464.0,43.0015,0.0001428,15.27598165,151.6516,167.6287,192.46
STARLINK-35448,66465.0,43.0016,0.0001645,15.27663955,152.3828,278.9392,81.1273
STARLINK-35388,66466.0,42.9983,6.4e-05,15.27588047,152.1295,113.1372,246.9547
STARLINK-35682,66467.0,43.0009,0.0001102,15.27583669,152.5122,257.8845,102.1883
STARLINK-35331,66468.0,42.9994,0.0001752,15.27581259,152.4471,290.1343,69.932
STARLINK-35451,66469.0,43.003,0.0001405,15.27622611,151.6916,243.4878,116.583
STARLINK-35655,66470.0,42.9986,0.0002634,15.27602211,152.3102,294.8379,65.2199
STARLINK-35569,66471.0,42.9997,0.0001403,15.27573767,151.8248,275.6895,84.3797
STARLINK-35567,66472.0,42.9996,8.68e-05,15.27578043,151.7291,175.3934,184.6926
STARLINK-35568,66473.0,43.0008,0.0001289,15.27584418,152.4782,272.461,87.6094
STARLINK-35620,66474.0,43.0007,0.0001489,15.2757507,152.1644,278.0294,82.0389
STARLINK-35538,66475.0,42.998,3.1e-05,15.275814,152.4155,268.4574,91.6242
STARLINK-35372,66476.0,42.9985,0.0001261,15.27588826,151.918,271.2405,88.8303
STARLINK-35354,66477.0,43.0011,0.0001489,15.27573242,151.7737,276.9877,83.0806
STARLINK-35283,66478.0,43.0047,0.0004255,15.27586452,152.3961,288.1083,71.9305
STARLINK-35581,66479.0,43.0021,0.0001917,15.27596465,151.6591,277.3091,82.7543
STARLINK-35670,66480.0,42.9976,0.0001453,15.27571181,152.3239,267.7471,92.3214
STARLINK-35698,66481.0,43.0007,0.0001142,15.27573395,151.6752,259.7828,100.2895
STARLINK-35648,66482.0,42.9993,0.0001723,15.27602216,152.1758,246.9856,113.0814
STARLINK-35654,66483.0,42.997,0.00014,15.27590777,151.7282,175.7808,184.3056
STARLINK-35371,66484.0,43.0038,0.0001136,15.27638487,159.8779,260.0138,100.0585
STARLINK-34774,66485.0,42.9998,0.0001073,15.2760883,209.303,265.2105,94.8624
STARLINK-34844,66486.0,42.9993,0.0002387,15.27569592,209.2881,271.9635,88.0943
STARLINK-34733,66487.0,43.0011,0.0002344,15.27586741,209.2716,273.0047,87.0536
STARLINK-35515,66488.0,43.0005,6.43e-05,15.2757392,209.7239,255.1673,104.9107
STARLINK-35696,66489.0,43.0,6.07e-05,15.27594249,206.1344,335.4039,24.6783
STARLINK-35693,66490.0,43.0009,0.0002295,15.27599518,208.9509,258.4116,101.6479
STARLINK-35663,66491.0,43.0002,5.88e-05,15.27604627,213.2102,285.02,75.0587
STARLINK-35673,66492.0,43.0024,0.0002142,15.27568063,209.4422,255.8087,104.2527
STARLINK-35597,66493.0,43.0018,0.0001649,15.27504246,210.3594,282.145,77.9217
STARLINK-35689,66494.0,42.9921,0.0003315,15.27596263,209.6768,104.7195,255.4024
STARLINK-35832,66495.0,43.0028,0.0001951,15.2758506,206.0833,282.8565,77.2068
