satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly,orbital_period_minutes,orbit_type
XMM-NEWTON,25989.0,64.8516,0.4698499,0.50130994,283.9204,66.1986,0.0494,2872.474461607524,GEO
TERRA,25994.0,97.9539,0.0003671,14.61044406398816,146.7122,99.1126,325.8657,98.55963266368568,LEO
ASIASTAR,26107.0,8.9591,0.0005066,1.00272166,58.9372,324.0485,216.7843,1436.0914473514017,GEO
IMAGE,26113.0,94.169,0.7488522,1.68665511160248,314.3777,296.3083,7.4714,853.7607896802716,MEO
USA 149 (DSP 20),26356.0,13.1156,0.0001653,1.00267317,12.3798,347.5526,207.2739,1436.1608977729004,GEO
TDRS 8,26388.0,12.5682,0.0005849,1.0027069,31.9431,329.715,227.1695,1436.1125868386864,GEO
ISS (ZVEZDA),26400.0,51.6326,0.0006251,15.48758130559501,306.884,269.7954,90.2318,92.97772012210768,LEO
NAVSTAR 48 (USA 151),26407.0,54.8679,0.0122135,2.00569330188453,218.1175,302.5142,229.965,717.9562292235756,MEO
CLUSTER II-FM7 (SAMBA),26410.0,149.3581,0.8953066,0.44796982,38.1493,254.4502,0.4223,3214.5022626747486,GEO
CLUSTER II-FM8 (TANGO),26464.0,149.6837,0.8962149,0.44400104,39.5667,255.7736,0.6086,3243.2356464750624,GEO
NSS-11,26554.0,1.9356,0.0003138,1.00273314,82.2517,294.6691,41.8642,1436.0750059582156,GEO
USA 153,26575.0,11.4995,0.0003509,1.00274648,36.0242,19.5954,344.4449,1436.0559011885036,GEO
AMC-6,26580.0,0.0616,0.0003722,1.00273642,57.1778,331.2414,116.6176,1436.0703084864515,GEO
NAVSTAR 49 (USA 154),26605.0,55.5823,0.017396,2.00569181186018,97.9112,266.0018,213.7226,717.9567625917917,MEO
ISS (DESTINY),26700.0,51.6326,0.0006251,15.48758130559548,306.884,269.7954,90.2318,92.97772012210487,LEO
ODIN,26702.0,97.4009,0.0004595,15.6128342037779,131.1923,88.3838,271.7946,92.23181270006424,LEO
USA 157 (MILSTAR-2 2),26715.0,11.4621,0.0037438,1.00267349,20.2192,182.0119,35.6537,1436.1604394267968,GEO
BSAT-2A,26720.0,10.5778,0.0004488,0.99178578,48.1612,239.3147,138.6866,1451.9264432284965,GEO
OMNI-M1,26857.0,44.8633,0.001694,3.92401908202596,262.75,37.5963,322.525,366.97069252184474,MEO
USA 159 (DSP 21),26880.0,12.7119,3.24e-05,0.99201549,16.9389,342.7368,210.2398,1451.5902367613232,GEO
INTELSAT 902 (IS-902),26900.0,5.9315,0.0004486,1.00271898,72.6706,298.7599,216.5883,1436.0952856402498,GEO
PCSAT (NO-44),26931.0,67.0497,0.0006827,14.31926329279866,75.471,264.5436,95.4887,100.56383282820104,LEO
PROBA-1,26958.0,97.9627,0.0055711,15.07200171332491,100.2801,14.4783,345.8024,95.54139041312074,LEO
TIMED,26998.0,74.0713,0.0002616,14.9511790131976,23.9564,242.7441,117.3477,96.31347459146154,LEO
MAROC-TUBSAT,27004.0,99.8041,0.0019472,13.70259340216048,269.5898,334.6904,137.8502,105.08959565077339,LEO
COSMOS 2385,27056.0,82.5318,0.0006798,12.60564096116466,267.1361,47.6471,39.4667,114.2345720012444,LEO
COSMOS 2386,27057.0,82.5395,6.93e-05,12.61615412117176,261.5424,118.5679,241.5482,114.13937925690591,LEO
USA 164 (MILSTAR-2 3),27168.0,11.0908,0.009983,1.00271121,22.3523,4.9569,171.7092,1436.1064139294904,GEO
INTELSAT 904 (IS-904),27380.0,6.7365,0.0007509,1.00273023,70.0593,326.3781,204.5411,1436.0791735579767,GEO
AQUA,27424.0,98.4218,0.0001395,14.62040526272462,62.05,115.5772,301.1356,98.49248185146719,LEO
DIRECTV 5 (TEMPO 1),27426.0,4.6893,0.0003782,1.00272799,76.2183,309.0319,86.9757,1436.0823816237544,GEO
INTELSAT 905 (IS-905),27438.0,6.5662,0.0003267,1.00273159,70.6915,315.6989,56.4288,1436.0772258107477,GEO
GALAXY 3C (G-3C),27445.0,3.5396,0.0001585,1.00271706,78.9965,20.051,29.5147,1436.0980354717412,GEO
COSMOS 2390,27464.0,82.4873,0.0026646,12.44620848,31.1805,60.734,299.64,115.69788520849202,LEO
COSMOS 2391,27465.0,82.4876,0.0027469,12.44943612,27.7218,55.0181,305.3473,115.66788938228633,LEO
INTELSAT 906 (IS-906),27513.0,5.6153,0.0003336,1.00272042,73.8182,309.3798,249.9777,1436.0932232735422,GEO
LATINSAT B,27606.0,64.5527,0.0086391,14.76921592251185,117.1484,284.3952,74.7574,97.5000980116414,LEO
SAUDISAT 1C (SO-50),27607.0,64.5554,0.0075469,14.82885960253488,357.9396,275.9713,83.2796,97.10793942332847,LEO
LATINSAT A,27612.0,64.5547,0.0055994,14.85339732256562,192.928,259.1756,100.3046,96.94751771113799,LEO
NIMIQ 2,27632.0,9.2765,0.0006605,1.00272644,57.6623,318.0513,146.8571,1436.0846014990889,GEO
CORIOLIS,27640.0,98.7157,0.0015085,14.19923337203698,102.0082,68.5844,291.694,101.4139258275619,LEO
SORCE,27651.0,39.9919,0.0018421,15.03306301260736,324.7458,242.1037,117.7892,95.78886210962831,LEO
NAVSTAR 51 (USA 166),27663.0,54.8996,0.0148489,2.00564702169793,217.9811,52.8797,318.1338,717.9727960211725,MEO
USA 167,27691.0,10.8151,0.0005561,1.00270111,44.0669,302.0205,241.7265,1436.1208795310897,GEO
NAVSTAR 52 (USA 168),27704.0,54.8568,0.0004235,1.94743171168458,327.9854,351.8609,183.7826,739.4354273682653,MEO
USA 169 (MILSTAR-2 4),27711.0,12.2384,0.0101768,1.00272548,30.438,5.2088,193.4227,1436.0859763930603,GEO
ASIASAT 4,27718.0,4.516,0.0002633,1.00272893,76.6575,299.8352,48.5232,1436.0810353801203,GEO
HELLAS-SAT 2,27811.0,7.1716,0.0005846,1.00272733,68.7554,270.5305,265.9118,1436.0833268601546,GEO
THURAYA-2,27825.0,8.7274,0.000355,1.00272371,32.2683,328.7738,224.799,1436.088511360722,GEO
OPTUS C1,27831.0,6.7058,0.0006324,1.00273181,70.2923,305.1284,57.2842,1436.0769107344863,GEO
MOST,27843.0,98.7077,0.0010955,14.21306755180174,102.7667,105.1822,255.0568,101.31521536443104,LEO
CUTE-1 (CO-55),27844.0,98.677,0.0010387,14.24288225181048,102.9944,47.9217,312.2844,101.10313169351343,LEO
CUBESAT XI-IV (CO-57),27848.0,98.6802,0.0010511,14.23580366180818,103.2044,63.1709,297.0543,101.15340406549949,LEO
SCISAT 1,27858.0,73.9303,0.0006402,14.81362357220475,318.5863,31.6154,328.5405,97.20781637127027,LEO
COSMOS 2400,27868.0,82.477,0.0020572,12.45188023,16.1747,215.4594,144.5121,115.6451855785317,LEO
COSMOS 2401,27869.0,82.4765,0.0021382,12.45501042,12.5989,210.779,149.2039,115.61612166037834,LEO
USA 170,27875.0,10.3449,0.000221,1.00273594,48.6368,9.9017,190.3767,1436.0709959194241,GEO
MOZHAETS 4 (RS22),27939.0,98.3454,0.0012104,14.73328780204664,276.5553,138.8169,34.0969,97.7378586061399,LEO
LARETS,27944.0,98.4064,0.0011028,14.63855529202543,254.9113,266.7442,93.2498,98.37036314536185,LEO
GALAXY 13 (HORIZONS-1),27954.0,1.227,0.0002184,1.00274974,84.7823,294.2182,24.7524,1436.0512324839895,GEO
IRS-P6 (RESOURCESAT-1),28051.0,98.1992,0.00636,14.36133836169923,134.4121,202.9232,220.0421,100.26920637427412,LEO
DMSP 5D-3 F16 (USA 172),28054.0,98.9961,0.0007033,14.14472452159038,117.5625,6.0333,56.9765,101.80473983795139,LEO
CHUANGXIN 1 (CX-1),28058.0,98.5151,0.0013443,14.48547566185572,352.7719,50.7352,309.5031,99.40992160802286,LEO
YAMAL 202,28089.0,6.1572,0.0004619,1.00273043,71.8251,268.5656,98.6643,1436.0788871242294,GEO
UFO 11 (USA 174),28117.0,8.8963,0.0003029,1.00272211,34.1846,320.9375,238.6757,1436.090802864614,GEO
NAVSTAR 53 (USA 175),28129.0,54.9845,0.0003027,1.92678599163021,26.0393,320.6602,39.3087,747.3585578550156,MEO
USA 176 (DSP 22),28158.0,11.9625,0.0002185,1.00431165,26.6172,302.4792,280.3399,1433.8178791414,GEO
ABS-4 (MOBISAT-1),28184.0,5.855,0.0005426,1.00273491,72.8944,303.9471,252.9341,1436.0724710382328,GEO
EUTELSAT 139 WEST A,28187.0,5.6289,0.000357,1.00833594,72.937,25.0284,145.9143,1428.095481749862,GEO
NAVSTAR 54 (USA 177),28190.0,54.8926,0.0112444,2.00557195161446,278.7093,169.9755,4.1137,717.9996702889758,MEO
SHIYAN-1 (SY-1),28220.0,97.8725,0.0004493,15.31888702199751,167.5171,279.6869,80.3863,94.00160716194321,LEO
AMC-11,28252.0,0.1197,0.0003297,1.00273013,80.1669,303.0493,139.4139,1436.0793167748934,GEO
INTELSAT 10-02,28358.0,0.0414,0.0002045,1.00273868,40.9899,32.9911,180.8739,1436.067071831716,GEO
NAVSTAR 55 (USA 178),28361.0,54.8127,0.0160264,2.00553422159536,89.7326,299.61,58.0133,718.0131779823284,MEO
APRIZESAT 2,28366.0,98.0946,0.0106785,14.38007598140891,263.6557,115.5722,245.655,100.13855294378729,LEO
SAUDICOMSAT 1,28369.0,98.5804,0.0031002,14.55417563153324,102.0265,250.3883,109.3966,98.94067767603957,LEO
SAUDICOMSAT 2,28370.0,98.6678,0.0056547,14.49932132149354,104.1518,123.555,237.1061,99.31499330698804,LEO
SAUDISAT 2,28371.0,98.551,0.0025069,14.56638145154931,91.9796,162.2751,197.9327,98.85777087396256,LEO
APRIZESAT 1,28372.0,98.6338,0.004502,14.51737369151147,102.6925,22.2903,338.0235,99.19149500449865,LEO
AURA,28376.0,98.3354,0.0001427,14.61212298155416,50.116,94.5482,265.5881,98.54830826552762,LEO
ANIK F2,28378.0,3.0946,0.0004031,1.00271728,80.4088,321.2544,120.9496,1436.0977203863488,GEO
COSMOS 2407,28380.0,82.9584,0.0040704,13.76328189,129.6329,99.1012,327.9048,104.62620845150764,LEO
SHIJIAN-6 01A (SJ-6 01A),28413.0,97.5932,0.0007292,15.16946551176229,120.9894,45.9962,314.1871,94.92753708978307,LEO
SHIJIAN-6 01B (SJ-6 01B),28414.0,97.6112,0.0006101,15.05821726175703,113.1277,50.7355,309.4413,95.6288500138148,LEO
COSMOS 2408,28419.0,82.4911,0.001711,12.45677219978703,12.1636,70.6594,289.6336,115.59976990063439,LEO
COSMOS 2409,28420.0,82.4911,0.0014728,12.45321487978357,15.345,80.9439,279.3308,115.63279152419366,LEO
AMC-15,28446.0,0.0505,0.0002235,1.00272345,49.4881,324.6186,155.0137,1436.0888837296066,GEO
JB-3 3 (ZY 2C),28470.0,97.2667,0.0035112,15.18807733176547,250.5181,119.0,241.4762,94.8112106980307,LEO
NAVSTAR 56 (USA 180),28474.0,55.1778,0.0170365,2.00575016156938,327.8951,313.9861,224.1146,717.9358763572457,MEO
SWIFT,28485.0,20.5545,0.0002943,15.61795317175244,33.3576,354.8348,5.2067,92.20158263788815,LEO
NANOSAT-1,28493.0,98.215,0.0004499,14.80006079144514,229.1874,155.0977,205.0452,97.2968976473638,LEO
COSMOS 2414,28521.0,82.9452,0.0040111,13.87918539,99.6612,178.4573,181.6721,103.7524868741594,LEO
NSS-10,28526.0,6.2653,0.0003246,1.00272043,71.3359,300.3369,223.3295,1436.0932089515718,GEO
INMARSAT 4-F1,28628.0,5.0691,0.0003694,1.00272228,42.7079,353.4218,36.1234,1436.0905593919786,GEO
IRS-P5 (CARTOSAT-1),28649.0,97.5373,9.81e-05,14.90859918132775,120.4662,52.6049,307.5259,96.58855151217196,LEO
DIRECTV 8,28659.0,0.0215,0.0003378,1.00272057,114.1398,273.4781,126.496,1436.0930084440176,GEO
GALAXY 28 (G-28),28702.0,3.1082,0.0002274,1.00270718,79.8326,300.2351,223.2857,1436.1121858128113,GEO
SJ-7,28737.0,97.7361,0.0014399,15.20466489136764,122.2239,291.3413,68.6284,94.70777621791268,LEO
THAICOM 4,28786.0,0.0595,0.0002311,1.00283073,81.2728,316.8236,294.413,1435.9352549956263,GEO
REIMEI (INDEX),28810.0,98.0038,0.0019775,15.10201869119833,214.8879,6.508,353.6401,95.35149104531651,LEO
ANIK F1R,28868.0,4.1236,0.0003211,1.00271996,77.4851,312.1938,85.5289,1436.0938820844854,GEO
NAVSTAR 57 (USA 183),28874.0,54.9397,0.0128091,2.00570956150346,276.177,295.6947,243.8966,717.9504089917137,MEO
SYRACUSE 3A,28885.0,4.4552,0.000371,1.0027278,76.736,296.8084,312.8705,1436.0826537371358,GEO
BEIJING 1,28890.0,98.2782,0.0015206,14.63486037,227.1624,148.6312,211.58,98.39519910636496,LEO
SINAH 1,28893.0,98.2734,0.001527,14.64104532,228.1826,144.2167,216.0061,98.35363312706419,LEO
CUBESAT XI-V,28895.0,98.2882,0.0015323,14.72431745,248.038,82.7657,277.5291,97.79740248672783,LEO
INMARSAT 4-F2,28899.0,4.999,0.0003358,1.00271646,43.7841,350.2275,32.208,1436.0988947962417,GEO
COSMOS 2416 (RODNIK-S 1),28908.0,82.4738,0.0007987,12.55597944929628,354.9382,342.2115,137.9528,114.68639350797177,LEO
METEOSAT-9 (MSG-2),28912.0,9.1959,5.94e-05,1.00273367,54.8826,40.9643,131.8166,1436.07424691344,GEO
EUTELSAT 174A,28924.0,4.0324,0.0006524,1.00274704,77.4236,300.7677,64.2054,1436.0550992002927,GEO
ECHOSTAR 10,28935.0,0.0474,0.00014,1.00272583,45.4008,323.4013,154.7867,1436.0854751293284,GEO
SPAINSAT,28945.0,0.3703,0.0004786,1.00272139,87.8208,299.505,332.69,1436.0918340437515,GEO
JCSAT-5A,29045.0,0.9177,0.0001964,1.00273639,85.0585,331.3559,0.3724,1436.070351450993,GEO
ASTRA 1KR,29055.0,0.2831,0.0003597,1.00270424,82.1372,288.3113,270.9694,1436.1163965956703,GEO
RESURS-DK 1,29228.0,69.9333,0.0001949,15.12909449,170.8865,35.2722,324.8572,95.18084515578963,LEO
GALAXY 16 (G-16),29236.0,0.0179,0.0002835,1.00272619,209.7815,170.4988,139.874,1436.0849595441405,GEO
ARIRANG-2 (KOMPSAT-2),29268.0,97.8304,0.0013392,14.6461262,282.3342,312.2372,171.8944,98.31951331950151,LEO
EUTELSAT 33F,29270.0,1.4706,0.0003582,1.00270806,83.0468,291.9865,278.47,1436.1109254472333,GEO
JCSAT-3A,29272.0,0.0156,0.0002773,1.00268972,220.8543,183.1766,8.7062,1436.1371930690582,GEO
SYRACUSE 3B,29273.0,2.7135,0.000482,0.98627573,81.0659,278.2886,113.7307,1460.0379551061244,GEO
KOREASAT 5 (MUGUNGWHA 5),29349.0,1.5935,0.0001707,1.00272739,83.8912,318.4261,257.5611,1436.0832409295213,GEO
HINODE (SOLAR-B),29479.0,98.0603,0.0018014,14.68518958,111.2899,159.1078,201.0867,98.0579782205304,LEO
NAVSTAR 58 (USA 190),29486.0,54.6997,0.0106286,2.00573948142915,154.2762,53.1959,318.7314,717.9396992145543,MEO
DIRECTV 9S,29494.0,2.2303,0.0003812,1.00272053,81.7758,309.1608,159.0438,1436.0930657318845,GEO
OPTUS D1,29495.0,2.8446,0.0004042,1.00271554,80.5477,298.5467,46.0959,1436.1002124291401,GEO
SHIJIAN-6 02A (SJ-6 02A),29505.0,97.6441,0.0004183,15.16114093,134.786,55.5517,304.611,94.97965929138026,LEO
SHIJIAN-6 02B (SJ-6 02B),29506.0,97.71,0.0012223,15.01133141,123.7678,320.3285,39.7044,95.9275337190094,LEO
DMSP 5D-3 F17 (USA 191),29522.0,98.7409,0.0008898,14.14976207,102.2829,267.1742,92.8414,101.7684956733693,LEO
BADR-4,29526.0,1.8143,0.0006991,1.00273679,81.898,285.4348,281.3283,1436.069778590651,GEO
NAVSTAR 59 (USA 192),29601.0,54.9497,0.0087104,2.00553741141917,216.9603,89.906,271.0674,718.0120359764412,MEO
WILDBLUE-1,29643.0,2.6126,0.0001708,1.00272097,81.3989,293.0222,148.1121,1436.092435565599,GEO
LAPAN-TUBSAT,29709.0,98.1343,0.0013586,14.85871229,91.8126,68.4436,291.8225,96.91283954459017,LEO
THEMIS A,30580.0,7.2511,0.8391194,0.87845562,116.588,184.3008,154.1077,1639.2404661262228,GEO
SKYNET 5A,30794.0,5.1128,0.000397,1.00271516,74.6254,309.7461,256.3864,1436.1007566695212,GEO
THEMIS D,30797.0,6.9654,0.8346083,0.87834882,83.4365,220.152,107.1436,1639.4397842989076,GEO
THEMIS E,30798.0,4.9232,0.8394075,0.88160265,100.2542,204.4636,264.5971,1633.3889196000034,GEO
ANIK F3,31102.0,1.005,0.0002888,1.00273651,84.7089,297.9476,279.5351,1436.0701795928424,GEO
HAIYANG-1B,31113.0,98.3461,0.0014658,14.31008237990057,78.9691,62.9372,297.3306,100.62835151966509,LEO
SAUDISAT 3,31118.0,98.139,0.0015961,14.71378505,44.6555,101.5584,258.7415,97.86740767971189,LEO
SAUDICOMSAT 7,31119.0,98.3722,0.0057032,14.66017745,66.4975,69.8531,290.8794,98.22527762104271,LEO
SAUDICOMSAT 6,31121.0,98.4033,0.0071416,14.62470272,60.0296,197.2869,162.5899,98.46353991392448,LEO
SAUDICOMSAT 5,31124.0,98.3433,0.0047549,14.68062026,67.0591,1.7917,358.3449,98.08849861225141,LEO
SAUDICOMSAT 3,31125.0,98.309,0.0037921,14.70593179,67.8462,287.6943,72.0124,97.91967082148422,LEO
SAUDICOMSAT 4,31127.0,98.3924,0.0064431,14.64418069,64.9754,129.7807,230.9093,98.3325752722599,LEO
ASTRA 1L,31306.0,1.1308,0.0004366,1.00272871,82.0893,310.2435,213.5892,1436.0813504581913,GEO
GALAXY 17 (G-17),31307.0,2.7853,0.0004055,1.00271754,80.8115,307.0162,162.7732,1436.0973480128812,GEO
YAOGAN-2,31490.0,98.2748,0.0021172,14.82564039,312.2994,149.5446,210.7001,97.12902526431778,LEO
GLOBALSTAR M069,31573.0,52.0014,0.0001744,12.23470168869749,101.5996,358.1544,79.9312,117.69800659138939,LEO
GLOBALSTAR M072,31574.0,51.9939,0.0001611,11.91656924866137,297.734,137.3834,17.3677,120.84014869982485,LEO
COSMO-SKYMED 1,31598.0,97.8869,0.0001576,14.96737166,285.5122,99.6691,260.4708,96.20927659920218,LEO
TERRASAR-X,31698.0,97.4463,0.0001777,15.1914783,102.2666,89.0231,271.1207,94.7899849878336,LEO
COSMOS 2428,31792.0,70.9423,0.0009698,14.12949003967709,149.7324,250.546,109.4613,101.9145061821997,LEO
WORLDVIEW-1 (WV-1),32060.0,97.3852,0.000153,15.24062439,215.0339,345.0717,15.0475,94.48431790923495,LEO
INTELSAT 11 (IS-11),32253.0,3.3728,0.0002858,0.99048005,79.553,221.4154,1.8985,1453.8404887609802,GEO
WGS F1 (USA 195),32258.0,0.0756,4.15e-05,1.00271708,83.0235,293.117,215.8177,1436.0980068276087,GEO
NAVSTAR 60 (USA 196),32260.0,54.0407,0.0164079,2.00559174135322,83.1242,86.2343,275.6386,717.9925855839424,MEO
GLOBALSTAR M066,32265.0,51.9581,0.0004068,12.30387943851084,271.0841,239.5892,286.2646,117.0362573200153,LEO
COSMOS 2433 [GLONASS-M],32275.0,65.6193,9.34e-05,2.13103725143391,318.5652,250.3488,109.6996,675.7272774237371,MEO
COSMOS 2432 [GLONASS-M],32276.0,65.634,0.0009735,2.13103190143483,318.5873,335.9075,179.0883,675.7289738508578,MEO
YAOGAN-3,32289.0,97.8226,0.0001286,14.90500792994859,124.8851,87.615,272.5215,96.61182380900395,LEO
SKYNET 5B,32294.0,5.0647,0.0003928,1.00272553,74.3678,296.8304,276.3039,1436.0859047839342,GEO
ASTRA 4A,32299.0,0.0506,0.0002652,1.00270767,56.2673,326.3912,238.4181,1436.111484018069,GEO
COSMO-SKYMED 2,32376.0,97.888,0.0001282,14.82160058991056,278.9712,88.9847,271.1514,97.15549891286672,LEO
RADARSAT-2,32382.0,98.5806,0.0001256,14.29981734955399,102.2693,83.7295,276.4031,100.70058692357448,LEO
NAVSTAR 61 (USA 199),32384.0,55.0918,0.0033881,2.00555539134022,277.1328,161.3217,14.6689,718.0055989566633,MEO
HORIZONS-2,32388.0,2.4117,0.0002841,1.00270867,81.5248,304.7122,176.3776,1436.1100517860286,GEO
COSMOS 2434 [GLONASS-M],32393.0,64.3164,0.0002255,2.1310137414218,194.435,60.204,307.5513,675.7347322590424,MEO
COSMOS 2436 [GLONASS-M],32395.0,64.325,0.0017276,2.13100212142112,194.5407,3.0009,67.4276,675.7384169283204,MEO
THURAYA-3,32404.0,5.8656,0.0002413,1.00273778,35.6674,336.6586,220.4569,1436.0683607632698,GEO
THOR 5,32487.0,0.0196,0.0002529,1.00271294,234.7485,143.5142,236.88,1436.1039361873597,GEO
AMC-14,32708.0,23.9019,0.0051287,1.00333958,21.4145,23.8202,156.9389,1435.2070113689724,GEO
NAVSTAR 62 (USA 201),32711.0,54.4847,0.0208647,2.00570318132257,152.9152,246.7161,111.1539,717.9526928059502,MEO
DIRECTV 11,32729.0,0.0432,3.19e-05,1.00272226,33.64,313.9766,155.5541,1436.0905880358134,GEO
ICO G1,32763.0,5.515,0.0002485,1.0027329,36.2917,319.3841,190.1213,1436.075349676868,GEO
VINASAT-1,32767.0,0.0125,0.0002621,1.00270224,222.5319,190.1589,3.9918,1436.1192610879177,GEO
STAR ONE C2,32768.0,1.0521,0.0003064,1.00271164,83.0796,304.4086,184.5565,1436.1057980737114,GEO
CARTOSAT-2A,32783.0,97.7719,0.0011749,14.79151589967883,145.5171,359.4024,0.7172,97.35310496683216,LEO
CUTE-1.7+APD II (CO-65),32785.0,97.8239,0.0007116,15.08746428974048,74.1938,283.332,76.7114,95.443473624604,LEO
CANX-2,32790.0,97.8581,0.0008937,15.05076579973633,72.2955,300.2164,59.8176,95.67619476380577,LEO
SEEDS II (CO-66),32791.0,97.7528,0.0002917,15.30245025975977,88.7558,161.1611,198.9737,94.10257674790222,LEO
AMOS-3,32794.0,0.2645,5.17e-05,1.0027386,87.1665,200.306,324.063,1436.0671864033159,GEO
GALAXY 18 (G-18),32951.0,0.017,0.0003076,1.00272722,215.9186,158.852,135.1113,1436.0834843996756,GEO
YUBILEINY (RS30),32953.0,82.5054,0.0020393,12.43177021810516,41.3896,110.5957,249.7313,115.8322567692603,LEO
COSMOS 2437,32954.0,82.5033,0.0021268,12.42757270810191,43.3743,127.9781,26.0544,115.87138002107368,LEO
COSMOS 2438,32955.0,82.5044,0.0022281,12.43367424810649,38.8357,104.3547,256.0009,115.8145188031845,LEO
COSMOS 2439,32956.0,82.5083,0.0021796,12.43068238810539,43.7249,114.2859,246.0501,115.84239344558429,LEO
FENGYUN 3A,32958.0,98.6833,0.0008496,14.19554703924918,36.4895,348.5738,11.5245,101.44026123252263,LEO
ZHONGXING-9,33051.0,0.5799,0.0007576,1.00271858,86.2843,265.1085,335.5962,1436.095858520942,GEO
FGRST (GLAST),33053.0,25.584,0.0008208,15.23541010984525,358.7641,169.4642,190.6069,94.51665492545291,LEO
SKYNET 5C,33055.0,3.6,0.0003873,1.00272651,77.9005,294.2211,240.4993,1436.0845012465063,GEO
TURKSAT 3A,33056.0,0.0518,0.0005016,1.00269846,71.4125,326.0525,262.9437,1436.124675009474,GEO
INTELSAT 25 (IS-25),33153.0,2.5167,0.000298,1.00271339,81.1965,251.5433,223.7214,1436.103291689363,GEO
ECHOSTAR 11,33207.0,0.8131,0.0002697,1.00273442,84.9659,268.3952,67.7105,1436.0731727948464,GEO
SUPERBIRD-C2,33274.0,2.1699,0.0003342,1.00269749104988,82.176,0.201,216.3199,1436.1260627991,GEO
INMARSAT 4-F3,33278.0,4.2301,0.0002756,1.00274353,31.3351,346.6497,171.2209,1436.0601259626178,GEO
HUANJING 1A (HJ-1A),33320.0,97.6659,0.001986,14.83819688947444,82.9831,26.0617,334.1593,97.0468319517631,LEO
HUANJING 1B (HJ-1B),33321.0,97.6503,0.0038012,14.83178582947452,86.3769,66.9893,293.5324,97.08878057950074,LEO
GEOEYE 1,33331.0,98.1268,0.0002974,14.64656777939324,169.0959,303.5064,56.5855,98.31654908435172,LEO
NIMIQ 4,33373.0,0.0218,0.0002052,1.00269785,241.2366,141.759,160.9169,1436.1255486884709,GEO
GALAXY 19 (G-19),33376.0,0.0222,0.0002912,1.00272764,247.3484,133.4539,163.7022,1436.0828828853266,GEO
THEOS,33396.0,98.5648,0.0001159,14.20123056907473,153.9312,98.7787,261.3521,101.39966343028132,LEO
SHIJIAN-6 03A (SJ-6 03A),33408.0,97.8485,0.0009905,15.16439781951754,124.9919,266.2443,93.7656,94.95926031079381,LEO
SHIJIAN-6 03B (SJ-6 03B),33409.0,97.863,0.0018201,15.04064156951643,112.987,291.7862,68.1426,95.74059679199557,LEO
COSMO-SKYMED 3,33412.0,97.8365,0.0016325,15.06476719945807,311.5564,153.1087,207.0989,95.58727200588946,LEO
SHIYAN-3 (SY-3),33433.0,98.614,0.0013444,14.30777486908208,121.3165,357.5238,2.5876,100.64458052885087,LEO
CHUANGXIN 1-02 (CX-1-02),33434.0,98.6208,0.001428,14.30138010908057,121.2572,2.6588,357.4667,100.68958303441507,LEO
ASTRA 1M,33436.0,0.108,0.0002877,1.0027198,75.0102,355.4284,211.3457,1436.0941112362598,GEO
YAOGAN-4,33446.0,97.9273,0.001329,14.83059750934706,28.3055,316.3724,43.6438,97.09655993916851,LEO
EUTELSAT HOTBIRD 13C,33459.0,2.7607,0.0004137,1.00273746,80.0451,302.0183,205.7254,1436.0688190506016,GEO
GOSAT (IBUKI),33492.0,98.0792,0.0001042,14.67547322920627,206.3396,97.4591,262.6732,98.12290053680832,LEO
STARS (KUKAI),33498.0,98.1503,0.000986,14.95222311927434,38.6358,58.5807,301.6375,96.30674907089575,LEO
KKS-1 (KISEKI),33499.0,98.119,0.0008187,14.82931099925231,15.527,160.1323,200.0211,97.10498350682674,LEO
EXPRESS-AM44,33595.0,3.2741,0.0004329,1.00272263,79.2855,294.6264,230.2327,1436.0900581250469,GEO
NSS-9,33749.0,1.0706,0.0002234,1.00272171,83.3077,282.9627,78.2066,1436.0913757417297,GEO
TELSTAR 11N,34111.0,0.0173,0.0002558,1.00268672,195.1482,172.5643,227.191,1436.1414899361587,GEO
NAVSTAR 63 (USA 203),34661.0,54.4976,0.0144705,2.00555056124776,213.6777,61.5315,303.7705,718.0073281743139,MEO
WGS F2 (USA 204),34713.0,0.0145,2.66e-05,1.00270496,210.9279,239.314,227.3115,1436.1153653812582,GEO
SES-7 (PROTOSTAR 2),34941.0,0.089,0.0002032,1.00272821,78.2732,241.555,334.8897,1436.0820665452309,GEO
MEASAT-3A,35362.0,0.0505,0.0003192,1.00272305,35.0588,343.0562,53.9577,1436.0894566051913,GEO
GOES 14,35491.0,1.4992,0.0001823,1.00111592,83.9394,295.6803,65.207,1438.3948664006862,GEO
FM-5,35493.0,0.0201,1.75e-05,1.0027303,254.8145,18.3757,173.109,1436.0790733061522,GEO
TERRESTAR-1,35496.0,5.1231,0.0002869,1.00273285,48.8022,324.0899,72.6396,1436.0754212849415,GEO
COSMOS 2451,35498.0,82.4877,0.0007047,12.40868905758477,138.2544,22.254,337.8843,116.04771409110334,LEO
COSMOS 2453,35500.0,82.4872,0.0006241,12.41518611758813,133.7935,337.2973,22.7829,115.98698451729257,LEO
DEIMOS-1,35681.0,97.7303,0.0002722,14.75156781895991,254.7875,80.0181,280.1336,97.61674268610251,LEO
DUBAISAT-1,35682.0,97.9924,0.0009383,14.74982814894208,228.4064,312.9512,47.0909,97.62825610298943,LEO
UK-DMC 2,35683.0,97.8707,0.0001494,14.75911446895671,231.1577,99.9721,260.1658,97.56682916368698,LEO
