satellite,norad_id,inclination,eccentricity,mean_motion,right ascension,perigee,mean anomaly,orbital_period_minutes,orbit_type
STARLINK-30903,58355.0,43.0023,0.000246,15.27563252132142,205.8731,265.8971,94.1599,94.26778223357213,LEO
STARLINK-30905,58356.0,43.0026,0.0001814,15.26737317132086,205.8119,256.7236,103.3413,94.3187792583063,LEO
STARLINK-30842,58357.0,43.0023,0.0002835,15.25481576132305,191.9885,316.4337,43.629,94.39642028656719,LEO
STARLINK-30858,58358.0,43.003,0.0001475,15.27530707132067,209.1455,277.2562,82.8122,94.26979066781541,LEO
STARLINK-30878,58359.0,43.0016,0.0002082,15.26729051132018,212.5756,271.0611,89.0002,94.31928991803022,LEO
STARLINK-30897,58360.0,43.0027,0.0001715,15.02527287132067,212.8089,276.4028,83.6619,95.8385256848536,LEO
STARLINK-30885,58361.0,43.0023,7.66e-05,15.26904938132159,205.9252,304.7396,55.3383,94.30842510480917,LEO
STARLINK-30890,58362.0,43.0029,0.0001681,15.2672037413209,205.8994,283.0187,77.0477,94.31982597459022,LEO
STARLINK-30909,58363.0,43.002,0.0001504,15.26747394132145,205.8971,274.9936,85.0744,94.31815672549713,LEO
STARLINK-30904,58364.0,43.0009,0.000547,15.06413190131998,213.7021,330.6876,29.366,95.59130319841539,LEO
STARLINK-30918,58365.0,43.0048,0.0001839,15.26720205132043,209.3807,277.9846,82.0796,94.31983641530815,LEO
STARLINK-30892,58366.0,43.0026,0.0002087,15.26728141132152,205.9575,290.0791,69.9835,94.31934613664498,LEO
STARLINK-30891,58367.0,43.003,0.0001267,15.26701731131994,209.3827,247.9459,112.1258,94.32097774149324,LEO
STARLINK-30889,58368.0,43.0011,0.0001126,15.27537842132059,209.4088,253.9467,106.126,94.26935034160081,LEO
STARLINK-30870,58369.0,42.9997,0.0002787,15.27578429132058,209.463,270.3163,89.737,94.26684565179292,LEO
STARLINK-30888,58370.0,43.0054,0.0002934,15.27555820132052,209.5087,287.3656,72.6874,94.26824087354902,LEO
STARLINK-30859,58371.0,42.9993,8.5e-05,15.27559111132059,209.852,326.2147,33.865,94.26803778040578,LEO
STARLINK-30884,58372.0,42.9985,0.0002596,15.26789557131945,213.5636,284.8662,75.1902,94.31555208597457,LEO
STARLINK-30852,58373.0,42.9983,8.34e-05,15.27580302132143,205.8462,266.4932,93.5825,94.26673006912294,LEO
STARLINK-30911,58374.0,53.1597,0.0001004,15.30170197133731,244.1029,57.9106,302.1992,94.10717858035432,LEO
STARLINK-30894,58375.0,53.1604,0.0001013,15.30168952133653,244.7839,92.8756,267.2361,94.10725514931393,LEO
STARLINK-30910,58376.0,53.1561,5.8e-05,15.30175574133724,244.8017,57.8751,302.2306,94.10684789000275,LEO
STARLINK-30914,58377.0,53.1592,0.000106,15.30174277133756,243.8053,67.8099,292.3015,94.10692765645847,LEO
STARLINK-30920,58378.0,53.1589,0.0001414,15.30163887133891,232.4669,75.0562,285.0595,94.10756665400235,LEO
STARLINK-30882,58379.0,53.159,4.75e-05,15.30170107133731,244.5161,79.7498,280.3556,94.10718411545531,LEO
STARLINK-30915,58380.0,53.1614,0.0001237,15.30182210135012,153.0983,78.0321,282.0819,94.1064397731395,LEO
STARLINK-30923,58381.0,53.1594,5.84e-05,15.30187145133636,245.4397,61.8576,298.2484,94.10613627094875,LEO
STARLINK-30927,58382.0,53.1609,8.29e-05,15.30206865133694,245.2667,55.4811,304.6268,94.10492351138336,LEO
STARLINK-30921,58383.0,53.1589,6.02e-05,15.30184081133681,245.4654,98.4722,261.6347,94.10632470657612,LEO
STARLINK-30825,58384.0,53.1577,0.0001125,15.30172356133724,244.7328,86.0764,274.0365,94.10704579962731,LEO
STARLINK-30930,58385.0,53.1607,0.000297,15.30174350133614,243.9891,103.7159,256.4173,94.1069231669097,LEO
STARLINK-30929,58386.0,53.1597,0.0001338,15.30175439133686,245.482,83.572,276.5433,94.10685619259847,LEO
STARLINK-30898,58387.0,53.1608,0.0001739,15.30178499133712,245.1972,97.7522,262.3676,94.10666800084007,LEO
STARLINK-30913,58388.0,53.1626,0.0001173,15.30190525133722,244.9346,94.2068,265.9067,94.1059284022269,LEO
STARLINK-30938,58389.0,53.1611,2.23e-05,15.3017566213371,245.2516,44.3793,315.7225,94.10684247794353,LEO
STARLINK-30868,58390.0,53.1601,9.86e-05,15.30176179133732,244.5917,103.9776,256.1334,94.1068106821018,LEO
STARLINK-30916,58391.0,53.1604,0.0001376,15.30177972133733,244.579,98.741,261.3747,94.1067004115877,LEO
STARLINK-30939,58393.0,53.1596,6.43e-05,15.301683051336,244.5336,96.6328,263.4746,94.10729494062241,LEO
STARLINK-30887,58394.0,53.1601,0.0001283,15.30193210133694,245.1925,83.3342,276.7805,94.10576327640261,LEO
STARLINK-30934,58395.0,53.163,0.0001131,15.30173632133638,245.5966,102.0641,258.0487,94.10696732449232,LEO
MALLIGYONG-1,58400.0,97.3117,0.0006845,15.2221745213151,337.9061,293.6096,66.4422,94.59883658432744,LEO
STARLINK-30964,58402.0,43.0036,0.0001939,15.27577010131462,270.8139,266.7087,93.3543,94.2669332183832,LEO
STARLINK-30844,58403.0,43.004,0.0002761,15.27576181131402,268.7965,266.0992,93.9544,94.26698437608928,LEO
STARLINK-30876,58404.0,42.9992,0.0001039,15.27565632131523,268.7634,244.6514,115.423,94.26763536115065,LEO
STARLINK-30952,58405.0,43.0021,0.000132,15.2757800213141,268.6848,272.9614,87.1086,94.2668720020049,LEO
STARLINK-30925,58406.0,42.9996,0.0001618,15.27597386131342,270.9202,262.6857,97.3811,94.2656758301228,LEO
STARLINK-30954,58407.0,42.9996,0.0001295,15.27577446131522,268.5481,279.4781,80.5924,94.26690631278267,LEO
STARLINK-30906,58408.0,43.0035,0.0001707,15.26733667131373,272.0251,260.9033,99.1626,94.31900474859249,LEO
STARLINK-30940,58409.0,43.003,8.73e-05,15.27571680133225,123.74,262.4616,97.6136,94.2672621342661,LEO
STARLINK-30933,58410.0,42.9944,0.0001378,15.27581082133232,122.9474,218.7204,141.3549,94.26668193540817,LEO
STARLINK-30919,58411.0,42.9999,0.0001199,15.27582762131436,267.9624,280.4312,79.6404,94.26657826321424,LEO
STARLINK-30924,58412.0,42.9992,6.77e-05,15.33997533,119.1945,116.079,326.0448,93.87238043230934,LEO
STARLINK-30931,58413.0,43.0021,0.0001206,15.27594519131605,259.2609,286.9963,73.0756,94.26585274858148,LEO
STARLINK-30922,58414.0,43.0033,0.0001546,15.27575005131523,268.7202,272.3431,87.7244,94.26705694729648,LEO
STARLINK-30949,58415.0,43.002,0.0002089,15.27569861131523,268.6264,254.4192,105.6429,94.26737438596379,LEO
STARLINK-30967,58416.0,43.0042,0.0002355,15.27580490131525,268.6123,263.1944,96.8639,94.26671846771332,LEO
STARLINK-30955,58417.0,43.0036,0.0001785,15.27552065131535,268.0051,281.1031,78.962,94.26847260201268,LEO
STARLINK-30895,58418.0,43.0006,0.0001078,15.27563619131418,268.5706,334.518,25.5619,94.26775958560684,LEO
STARLINK-30917,58419.0,43.0031,0.0001653,15.27576828132807,159.4923,291.9966,68.071,94.26694444954012,LEO
STARLINK-30899,58420.0,43.001,0.0001997,15.2755746313135,270.2856,276.6273,83.4351,94.26813948119076,LEO
STARLINK-30902,58421.0,42.9987,6.78e-05,15.27588513131414,268.5858,281.1505,78.927,94.26622337242732,LEO
STARLINK-30912,58422.0,42.9997,0.0001568,15.27578979133181,126.7989,270.4509,89.6163,94.26681171124275,LEO
STARLINK-30900,58423.0,43.0038,0.0002076,15.27572483131361,270.3324,255.4913,104.5709,94.2672125808494,LEO
STARLINK-30908,58424.0,43.0006,9.3e-05,15.2760773113152,268.4637,281.3155,78.7592,94.26503746045931,LEO
CHUANGXIN 20A (CX-20A),58425.0,49.9587,0.0013395,13.41489683115824,237.9079,44.6567,315.5387,107.34335255231856,LEO
CHUANGXIN 20B (CX-20B),58426.0,49.9578,0.0011468,13.41483319115814,237.9362,48.4756,311.7103,107.34386178943465,LEO
CHUANGXIN 20C (CX-20C),58427.0,49.9585,0.0011419,13.41477556115828,237.9215,35.7063,324.4576,107.34432293965753,LEO
COSMOS 2572,58435.0,96.6812,0.001648,15.90104516136689,199.3783,191.9984,168.09,90.5600849118156,LEO
STARLINK-30869,58437.0,43.0053,0.0002733,15.26787367130576,259.8401,267.0982,92.9556,94.31568737081687,LEO
STARLINK-30969,58438.0,43.0009,0.000109,15.2669822613057,259.8471,285.797,74.2761,94.32119428406573,LEO
STARLINK-30951,58439.0,42.9959,2.48e-05,15.27591628130529,261.7664,280.6596,79.4227,94.26603114880095,LEO
STARLINK-30950,58440.0,42.9985,0.0001025,15.2756383013294,60.7243,282.4956,77.5781,94.26774656445488,LEO
STARLINK-30942,58441.0,43.0005,0.0001443,15.27590476130581,259.2366,268.32,91.7487,94.26610223752837,LEO
STARLINK-30959,58442.0,43.0001,0.0001244,15.26756682130638,257.4185,262.5743,97.4967,94.31758294258347,LEO
STARLINK-30971,58443.0,42.9971,5.26e-05,15.2675736713056,260.3202,244.0038,116.0759,94.3175406257502,LEO
STARLINK-30963,58444.0,43.0002,2.48e-05,15.27576433130637,257.494,3.8884,356.1969,94.26696882517645,LEO
STARLINK-30961,58445.0,43.0053,0.0002363,15.27325863130636,257.5239,274.808,85.2502,94.28243407391531,LEO
STARLINK-30975,58446.0,42.9991,9.39e-05,15.27591879130543,261.5648,216.2715,143.8073,94.26601565986344,LEO
STARLINK-30976,58447.0,43.0026,0.0001692,15.27581424130636,257.6398,257.1471,102.9192,94.2666608308307,LEO
STARLINK-30926,58448.0,42.9955,4.01e-05,15.26742374130535,260.9581,290.4766,69.6042,94.31846684808667,LEO
STARLINK-30943,58449.0,43.0009,0.0001031,15.27538196130878,233.8978,271.7931,88.2803,94.26932849518234,LEO
STARLINK-30946,58450.0,42.9997,0.0002919,15.27583974130576,259.8323,241.8682,118.1875,94.2665034712462,LEO
STARLINK-30944,58451.0,42.998,7.32e-05,15.27573094130602,257.556,229.1027,130.9761,94.26717487581548,LEO
STARLINK-30928,58452.0,43.0045,0.0002981,15.27438974130622,257.5829,267.4958,92.5553,94.2754522038833,LEO
STARLINK-30957,58453.0,43.0021,0.0001117,15.2674465813063,257.4835,279.4028,80.6697,94.3183257482727,LEO
STARLINK-30966,58454.0,43.0023,8.7e-05,15.27566208130632,257.5681,264.4379,95.6373,94.26759981567072,LEO
STARLINK-30935,58455.0,43.0004,0.000158,15.26719509130572,259.9292,278.4929,81.5743,94.31987941387108,LEO
STARLINK-30958,58457.0,43.0033,0.0001052,15.2758258813063,257.438,273.5186,86.5545,94.2665890007421,LEO
STARLINK-30962,58458.0,43.0063,8.85e-05,15.2671964413059,258.7938,265.3057,94.7693,94.31987107364603,LEO
STARLINK-30977,58459.0,42.9948,9.9e-05,15.27594000130568,260.3808,143.1792,216.9128,94.26588477546514,LEO
GNOMES-4,58462.0,97.5025,0.0011958,15.00417773128209,154.1055,196.1248,163.9597,95.97326996452165,LEO
KORSAT-7,58463.0,97.6243,0.0020959,15.01040634128206,159.9517,216.4758,143.5039,95.93344558832293,LEO
KOYOH,58464.0,97.5357,0.0006781,15.1737795712891,166.8472,190.595,169.5141,94.90054822759389,LEO
BANE,58465.0,97.3414,0.0002569,15.74882537131107,178.0603,125.2588,234.8918,91.43539064336719,LEO
UHETSAT,58466.0,97.3538,0.0012557,15.30229582129984,162.4216,207.3198,152.7384,94.10352647840006,LEO
LILIUM-1,58467.0,97.3256,0.0002387,15.75071558130893,174.322,126.2984,233.8502,91.42441767590675,LEO
SPIRIT,58468.0,97.3339,0.0004308,15.67164592130959,175.2811,107.8324,252.3407,91.88569006921944,LEO
ION SCV-015,58469.0,97.5755,0.0009314,15.32085491129769,181.2759,10.8788,349.2653,93.98953311268129,LEO
STARLINK-30947,58473.0,42.9976,1.66e-05,15.26761845129655,286.8852,54.0864,306.0003,94.31726399199562,LEO
STARLINK-30941,58475.0,43.0053,0.000296,15.27596695129663,286.5575,265.9772,94.0741,94.26571847078867,LEO
STARLINK-30980,58476.0,43.0027,0.0002436,15.27561571129712,284.7349,262.6615,97.396,94.26788597038642,LEO
STARLINK-30965,58477.0,42.9991,0.0001501,15.27574155129872,270.1784,278.8719,81.1963,94.26710940115201,LEO
STARLINK-30990,58478.0,43.0039,0.0001645,15.26731972129742,285.0136,275.0539,85.0125,94.3191094630216,LEO
STARLINK-30984,58480.0,43.0007,5.75e-05,15.27574097129801,279.1476,316.6016,43.479,94.26711298035583,LEO
STARLINK-30956,58481.0,43.0002,0.0001455,15.26760101130008,258.9804,261.0679,99.0008,94.31737172946858,LEO
STARLINK-30997,58482.0,43.0016,0.0001836,15.27860592129743,281.5265,267.2748,92.7894,94.24943659242687,LEO
STARLINK-30994,58483.0,43.0011,7.34e-05,15.27572573131682,116.907,177.8596,182.2259,94.26720702688782,LEO
STARLINK-30991,58484.0,43.0027,0.000222,15.27564168129785,279.1366,269.5719,90.4879,94.26772570627976,LEO
STARLINK-30979,58485.0,43.0003,0.0001422,15.27587320129738,281.6775,267.0607,93.0081,94.26629699163128,LEO
STARLINK-31005,58486.0,43.0023,0.000246,15.27565038129739,281.6346,286.198,73.86,94.26767201762168,LEO
STARLINK-30987,58487.0,43.001,0.0001706,15.27580703129693,283.1339,268.8833,91.1824,94.26670532363636,LEO
STARLINK-31000,58488.0,43.007,0.0002203,15.27589664129742,281.2079,264.9502,95.1099,94.26615234532623,LEO
STARLINK-30993,58489.0,43.0029,0.0002538,15.27569953129731,281.6046,278.0816,81.9747,94.26736870869219,LEO
STARLINK-30978,58490.0,43.0043,0.0001514,15.27567394129749,281.1605,256.1884,103.8799,94.26752662656591,LEO
STARLINK-30953,58491.0,43.0031,9.74e-05,15.2757233613177,124.0934,237.1102,122.9656,94.26722165226381,LEO
STARLINK-30986,58492.0,43.0012,0.0001287,15.27586909129735,281.5018,265.0253,95.0452,94.26632235414787,LEO
STARLINK-30985,58493.0,43.0025,0.0002403,15.27569908129736,281.4412,255.2553,104.8033,94.26737148567221,LEO
STARLINK-30981,58494.0,42.9995,8.08e-05,15.27563159129754,280.675,291.4286,68.6479,94.26778797286272,LEO
STARLINK-31002,58495.0,42.9976,0.0002278,15.2756351012986,283.1725,286.8525,73.2077,94.26776631222252,LEO
XINGCHI-1 02A,58496.0,97.9267,0.0012151,14.84056517126156,177.5715,32.9918,327.2052,97.03134505878047,LEO
MISRSAT-2,58497.0,97.9276,0.0011567,14.83066896126085,176.7647,34.5108,325.6854,97.0960921426687,LEO
XINGCHI-1 02B,58498.0,97.9295,0.0011143,14.85597997126208,178.6199,29.7429,330.4417,96.93066379906176,LEO
DOORY-SAT,58500.0,46.9814,0.0007878,14.80443116126029,297.2418,42.2471,317.9029,97.26817493455209,LEO
2023-189A,58502.0,97.4426,0.0011981,15.32690889129891,112.0825,154.729,205.454,93.95240816088418,LEO
2023-189B,58503.0,97.4054,0.0005213,15.79077597131049,128.6816,116.3413,243.839,91.19247861006119,LEO
CHUANGXIN 19 (CX-19),58505.0,86.5098,0.0001517,13.39545692114805,358.1406,68.6744,291.456,107.49913261462571,LEO
STARLINK-31026,58508.0,42.9996,0.0001485,15.27605658,326.078,276.3146,251.5711,94.26516538864509,LEO
STARLINK-31020,58509.0,42.9955,0.0001366,15.27577336129266,327.2715,267.7196,92.3499,94.26691310102973,LEO
STARLINK-30989,58510.0,43.0038,0.0001635,15.27534530129378,320.5941,297.1739,62.8946,94.26955473654895,LEO
STARLINK-30968,58511.0,43.0005,0.0001643,15.27571718129348,320.6183,233.0662,127.0039,94.26725978950516,LEO
STARLINK-30982,58512.0,43.0029,0.0002023,15.27572819129286,322.8605,264.589,95.4731,94.26719184626482,LEO
STARLINK-30998,58513.0,43.0041,0.0001619,15.26721681129376,320.641,241.6899,118.3789,94.31974522918777,LEO
STARLINK-30983,58514.0,43.0048,0.0001189,15.27565087128994,320.4595,275.9962,84.0754,94.26766899382535,LEO
STARLINK-31017,58515.0,43.0028,0.0001371,15.27572158132053,88.0859,272.7302,87.3393,94.26723263671302,LEO
STARLINK-31028,58516.0,43.0019,0.0001443,15.27568126129342,320.2367,283.3426,76.7265,94.26748145424924,LEO
STARLINK-31011,58517.0,43.0041,8.36e-05,15.27573896129341,320.2182,272.6042,87.4714,94.26712538416368,LEO
STARLINK-31021,58518.0,43.0042,0.0001843,15.27572791129347,320.5458,277.4084,82.6559,94.26719357415342,LEO
STARLINK-31010,58519.0,43.0026,0.0001092,15.27580074129241,324.1729,268.6587,91.4139,94.26674413914675,LEO
STARLINK-31003,58520.0,43.0057,0.0001491,15.27582107129344,320.2073,259.9531,100.1152,94.26661868317314,LEO
STARLINK-31015,58521.0,43.0025,0.0002228,15.27593442129315,320.2362,254.5053,105.5553,94.26591920902604,LEO
STARLINK-30932,58523.0,42.9989,0.00011,15.2756485412929,320.2929,304.0385,56.0362,94.26768337248753,LEO
STARLINK-30992,58524.0,42.999,7.79e-05,15.27564436129349,320.3209,301.6485,58.4291,94.26770916772415,LEO
STARLINK-30948,58525.0,43.005,0.0002601,15.27580207129349,320.3409,287.5613,72.4955,94.26673593173015,LEO
STARLINK-31013,58526.0,43.0008,0.000496,15.07052949129273,326.6127,242.681,117.3529,95.55072373747625,LEO
STARLINK-31001,58527.0,42.9956,2.51e-05,15.26737382129348,320.3888,87.8703,272.2177,94.31877524290556,LEO
STARLINK-31004,58528.0,43.0031,5.98e-05,15.27578441129294,322.2136,265.524,94.5544,94.26684491144364,LEO
STARLINK-30988,58529.0,43.0022,0.0001284,15.27572354129347,320.3965,256.3803,103.6906,94.26722054162471,LEO
STARLINK-31009,58530.0,43.0045,0.0001328,15.2757162812936,320.4238,272.6053,87.4646,94.26726534345242,LEO
STARLINK-31012,58531.0,53.16,0.0001167,15.30177386129869,305.0179,96.4554,263.658,94.10673645112833,LEO
STARLINK-31035,58532.0,53.159,8.56e-05,15.30185343130024,292.6808,127.2515,232.8564,94.10624709386197,LEO
STARLINK-31036,58533.0,53.1616,0.0001449,15.30189644129852,305.5441,83.4374,276.6792,94.10598258354187,LEO
STARLINK-30936,58534.0,53.16,0.0001225,15.30184830129998,295.439,95.7904,264.3237,94.10627864332335,LEO
STARLINK-31032,58535.0,53.1578,0.0001072,15.30193242129865,305.0376,77.0278,283.0842,94.10576130866153,LEO
STARLINK-31037,58536.0,53.1604,0.0001041,15.30188193129854,305.3865,97.7985,262.3134,94.10607181948106,LEO
STARLINK-31041,58537.0,53.16,0.0001043,15.30186907129855,305.3604,99.7999,260.312,94.10615090812553,LEO
STARLINK-31014,58538.0,53.1612,0.0001262,15.30187909129842,305.7267,68.4421,291.6714,94.10608928539186,LEO
STARLINK-31055,58539.0,53.1606,0.0001066,15.3018592412982,306.3526,102.4468,257.6653,94.1062113624456,LEO
STARLINK-31019,58540.0,53.1605,8.94e-05,15.30206715129753,308.4185,117.9492,242.1599,94.1049327363523,LEO
STARLINK-31045,58541.0,53.1612,0.0001258,15.30195713128781,21.5706,125.053,235.059,94.10560934428717,LEO
STARLINK-31030,58542.0,53.1608,0.0001152,15.30188378129847,305.765,120.3103,239.8012,94.10606044204357,LEO
STARLINK-31049,58543.0,53.161,0.0001569,15.30194025129844,305.7867,76.6313,283.4863,94.10571315476214,LEO
STARLINK-31048,58544.0,53.1596,6.99e-05,15.30182865129861,304.8961,83.0203,277.0877,94.10639949087343,LEO
STARLINK-31057,58545.0,53.1601,9.96e-05,15.30184145129856,305.5016,82.4225,277.6889,94.10632077081137,LEO
STARLINK-31050,58546.0,53.1615,0.0001352,15.30181194129845,305.8224,104.5603,255.5547,94.10650225765403,LEO
STARLINK-31063,58547.0,53.1603,0.0001079,15.30185101129974,295.8054,85.286,274.8264,94.10626197684343,LEO
STARLINK-31016,58548.0,53.1609,9.45e-05,15.30188822129867,304.9122,68.205,291.9051,94.10603313620254,LEO
STARLINK-31053,58549.0,53.1586,8.24e-05,15.3018368712985,305.541,86.8644,273.2451,94.10634893781892,LEO
STARLINK-31056,58550.0,53.1608,9.23e-05,15.30189036129865,304.9779,93.2496,266.861,94.10601997528553,LEO
STARLINK-30999,58551.0,53.1612,9.42e-05,15.30193754129965,296.2883,77.8803,282.2303,94.1057298210417,LEO
STARLINK-31046,58552.0,53.16,0.0001091,15.30190091129858,305.5826,80.1883,279.9241,94.10595509324834,LEO
HONGHU 2,58555.0,97.2789,0.0043048,15.24381729,86.9153,170.6675,189.5373,94.46452765769143,LEO
YAOGAN-39 05A,58557.0,35.0001,0.0005786,15.23226946128799,174.0745,342.4702,17.5813,94.53614273694961,LEO
YAOGAN-39 05B,58558.0,34.9918,0.0009763,15.16985704128865,181.943,13.6689,346.4286,94.92508703810928,LEO
YAOGAN-39 05C,58559.0,34.9917,0.001269,15.17058752128893,181.9451,96.8346,263.3811,94.92051629373245,LEO
ALISIO-1,58562.0,97.5402,0.0005887,15.16545735127349,168.0049,198.2197,161.8826,94.95262600036779,LEO
QPS-SAR-5 (TSUKUYOMI-I),58578.0,42.0096,0.0024136,15.20930144126987,76.3264,148.2425,211.9869,94.67890458746605,LEO
YAOGAN-41,58582.0,3.2667,0.0011865,1.0027318,312.0212,181.2178,74.59,1436.0769250561316,GEO
ARKTIKA-M 2,58584.0,63.2169,0.6882975,2.00607099,163.0455,267.6817,18.8399,717.8210577682497,MEO
STARLINK-31044,58589.0,43.0019,0.0001351,15.26718197127506,25.139,263.0447,97.0251,94.3199604687581,LEO
STARLINK-31062,58590.0,42.999,0.0001713,15.26732319127478,27.9681,252.889,107.1774,94.31908802604995,LEO
STARLINK-31096,58592.0,43.0002,0.0006282,15.27168124,25.6798,206.8548,247.1499,94.29217237905105,LEO
STARLINK-31094,58593.0,43.0029,0.0001597,15.27552191,24.4101,282.0114,349.1845,94.26846483440382,LEO
STARLINK-31075,58594.0,43.0036,0.0001714,15.27581583,24.1269,272.7937,111.6945,94.26665102704371,LEO
STARLINK-30857,58595.0,43.0047,0.0001685,15.27556522127512,24.7366,287.2563,72.8105,94.26819755215557,LEO
STARLINK-31059,58596.0,43.0023,0.0001215,15.27544730129286,230.603,274.6706,85.4007,94.26892526270726,LEO
STARLINK-31087,58597.0,43.0012,3.55e-05,15.26731435127408,24.4831,291.6469,68.4344,94.31914263819621,LEO
STARLINK-31079,58598.0,42.9844,0.0030687,15.4576341,352.912,209.4602,346.1149,93.15785266258825,LEO
STARLINK-31052,58600.0,43.0033,0.0003316,15.27030008127368,30.1262,56.2766,303.8402,94.30070085956628,LEO
STARLINK-31074,58601.0,43.0047,0.0001226,15.27566228127516,24.6091,262.5934,97.4778,94.26759858164354,LEO
STARLINK-31071,58602.0,43.0039,0.0001457,15.27579470129264,229.345,253.5564,106.5128,94.2667814119122,LEO
STARLINK-31080,58603.0,43.0029,5.74e-05,15.26738788127328,24.5428,268.129,91.9495,94.31868838324857,LEO
STARLINK-31088,58604.0,43.0039,0.0001639,15.27558998127504,25.0153,270.2923,89.7741,94.26804475409234,LEO
STARLINK-31038,58605.0,43.0031,0.0001865,15.27769187127513,24.7095,257.1811,102.8833,94.25507544810907,LEO
STARLINK-31082,58606.0,43.0049,0.0001268,15.267352781275,25.0227,273.2973,86.7733,94.31890522410156,LEO
STARLINK-31069,58607.0,43.0034,0.0001681,15.27564732127518,24.7372,277.7226,82.3434,94.26769090134975,LEO
STARLINK-31067,58608.0,43.0033,0.0001268,15.2672678512751,24.7478,285.3103,74.7608,94.31942990898226,LEO
STARLINK-31085,58609.0,43.0004,8.58e-05,15.27561446127512,24.7908,280.7701,79.3054,94.26789368444149,LEO
STARLINK-31089,58610.0,43.0024,0.0001542,15.26734373127501,25.1402,262.1785,97.8892,94.31896113337473,LEO
STARLINK-31061,58611.0,43.0032,7.43e-05,15.27557221127516,24.806,307.2135,52.8648,94.26815441565662,LEO
COSMOS 2573,58614.0,97.622,6.94e-05,15.24368106127228,42.4111,57.625,302.5054,94.46537186207789,LEO
STARLINK-31054,58619.0,42.9969,7.01e-05,15.27572734127467,283.078,295.4282,64.6497,94.26719709176483,LEO
STARLINK-31134,58621.0,43.0036,6.48e-05,15.27582708127361,286.9313,264.6913,95.3865,94.26658159578625,LEO
STARLINK-31133,58622.0,43.0013,0.0001096,15.2759063312746,283.049,267.9704,92.1022,94.26609254940675,LEO
STARLINK-31068,58623.0,43.0004,0.0001071,15.27590254127461,283.0207,267.8379,92.235,94.26611593712403,LEO
STARLINK-31129,58624.0,43.0002,6.09e-05,15.27626688127362,286.6954,273.3208,86.7573,94.26386768387903,LEO
STARLINK-30774,58625.0,43.0037,0.0002713,15.27609299127421,284.4502,282.4811,77.5737,94.26494070326333,LEO
STARLINK-31086,58626.0,43.005,0.0001552,15.27591334127373,286.1027,260.8983,99.1693,94.26604929142198,LEO
STARLINK-31065,58627.0,43.0025,0.0001451,15.27583417127419,284.7214,260.5215,99.5473,94.26653784366701,LEO
STARLINK-31092,58628.0,43.0,0.0001482,15.27585105127411,284.7859,272.2474,87.8208,94.26643367800409,LEO
STARLINK-31091,58629.0,43.0006,0.0001751,15.27587665127374,288.3942,267.7143,92.3508,94.26627570208413,LEO
STARLINK-31084,58630.0,43.0005,3.95e-05,15.27582976127323,290.2161,290.5018,69.5791,94.26656505760752,LEO
STARLINK-31064,58631.0,43.0,0.0001513,15.27584313128449,292.1728,268.0524,92.0154,94.26648255184824,LEO
STARLINK-31081,58632.0,42.9964,4.26e-05,15.27580020128612,287.9288,251.7945,108.286,94.26674747151783,LEO
STARLINK-31022,58633.0,43.0011,0.0001431,15.27607540128606,288.5375,275.7645,84.3044,94.26504924679604,LEO
STARLINK-31025,58634.0,43.0017,0.0001201,15.27587104128597,286.4346,259.0408,101.0309,94.26631032090569,LEO
STARLINK-31018,58635.0,43.0014,0.0001424,15.27591710128639,285.3823,269.6423,90.4265,94.26602608878632,LEO
STARLINK-31008,58636.0,43.0049,0.0001286,15.27588372128647,285.0333,263.6108,96.4598,94.26623207359222,LEO
STARLINK-31077,58637.0,43.003,0.0001395,15.2755430612863,285.3507,265.0713,94.998,94.26833430553943,LEO
STARLINK-31078,58638.0,43.0001,7.77e-05,15.27565288127364,286.8027,280.4606,79.6158,94.26765659000344,LEO
STARLINK-31070,58639.0,43.0014,0.0001391,15.27574365127411,285.0607,281.2849,78.7846,94.26709644213578,LEO
STARLINK-31090,58640.0,43.0025,7.17e-05,15.27579255127566,275.264,295.8276,64.2501,94.26679467964807,LEO
TIANMU-1 11,58645.0,97.3508,0.0007067,15.26243880126252,117.0499,263.0789,96.9645,94.34927266544598,LEO
TIANMU-1 12,58646.0,97.3497,0.0005619,15.26179294126224,116.7263,240.2784,119.7896,94.35326540873012,LEO
TIANMU-1 13,58647.0,97.3524,0.0006356,15.26232652126239,117.0705,217.4647,142.6149,94.34996676253088,LEO
TIANMU-1 14,58648.0,97.346,0.0006952,15.2620561012623,116.3014,224.0356,136.033,94.35163849783648,LEO
SHIYAN-24C 01,58650.0,97.402,0.0005313,14.98029375124161,65.3374,81.4463,278.7362,96.12628590014455,LEO
SHIYAN-24C 02,58651.0,97.4025,0.0003399,14.97994849124169,65.3608,48.0479,312.1033,96.12850143255989,LEO
SHIYAN-24C 03,58652.0,97.401,0.0001829,14.97986601124154,65.3002,72.667,287.4754,96.129030721594,LEO
BEIDOU-3 M28,58654.0,55.6877,0.0004938,1.8622979,64.8699,313.2042,46.7297,773.2382665523062,MEO
BEIDOU-3 M26,58655.0,55.687,0.0005568,1.86229633,64.9536,296.6294,63.3008,773.2389184271227,MEO
TIANMU-1 19,58660.0,97.4417,0.000459,15.30412127126025,210.3275,202.3174,157.7868,94.09230196732622,LEO
TIANMU-1 20,58661.0,97.4357,0.0006475,15.31596211126103,210.8513,217.2599,142.8194,94.01955878052499,LEO
